report_id,hazards_human,hazards_extracted,hazards_evidence,hazards_human_present,hazards_extracted_present,hazards_evidence_present,hazards_token_overlap,hazards_token_recall,hazards_jaccard,hazards_audit_hint,exposures_human,exposures_extracted,exposures_evidence,exposures_human_present,exposures_extracted_present,exposures_evidence_present,exposures_token_overlap,exposures_token_recall,exposures_jaccard,exposures_audit_hint,consequences_human,consequences_extracted,consequences_evidence,consequences_human_present,consequences_extracted_present,consequences_evidence_present,consequences_token_overlap,consequences_token_recall,consequences_jaccard,consequences_audit_hint,barriers_human,barriers_extracted,barriers_evidence,barriers_human_present,barriers_extracted_present,barriers_evidence_present,barriers_token_overlap,barriers_token_recall,barriers_jaccard,barriers_audit_hint
industrial_safety_000095,Scaffold structural failure / fall energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was directly exposed to a scaffold collapse/fall while dismantling it at approximately 1 m height.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Serious impact injury, fracture, crush injury, or potentially more severe injury from scaffold collapse.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Scaffold anchoring/support failed during dismantling, indicating inadequate structural integrity verification or control of the dismantling process.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000100,Fall from height / gravitational energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was directly exposed to an unprotected fall while working on the equipment cabin roof.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe head or spinal injury, fractures, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Inadequate work-at-height/access controls; the worker used the equipment roof as a work surface without effective fall protection. The equipment was positioned and blocked, but this did not prevent the fall.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000103,Fall from elevated position / gravitational energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was exposed to a fall while positioned on a moving/unstable ladder at the crown.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe head or spinal injury, fractures, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Ladder stability/access control was inadequate, as movement of the ladder directly contributed to the loss of balance and fall.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000108,Uncontrolled ground/rock movement and gravity energy.,Ground / rockfall energy,rock block,True,True,True,2,0.3333333333333333,0.2857142857142857,PARTIAL_COVERAGE,Operator was exposed to unstable rock/ground while performing LHD cleaning in the gallery.,Direct worker exposure,causing him superficial injury,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Serious struck-by injury, crushing, fractures, head injury, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Ground support/ground-control measures were insufficient to prevent rock displacement into the operator's work area.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000112,"sharp object (glass fragment), low kinetic/contact energy",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Direct hand/finger contact with broken glass while cleaning by touch/feel inside a sink, without visual awareness of the hazard (glass fragment hidden from view)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation (larger/deeper glass shard, damage to tendons, nerves, or blood vessels in the hand, or subsequent infection), this could escalate to a more serious hand injury; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/absent — no indication of cut-resistant gloves being worn, no prior inspection/removal of glass hazards from the sink before cleaning, and no visual check of the work area for hidden sharps",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000115,Mechanical crushing/pinch-point energy from the debarking machine and load.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct hand exposure to the machine/load during manual alignment.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe crush injury, fracture, amputation, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Inadequate control of the load/machine pinch point during manual alignment; the worker's hand was able to enter the hazardous zone.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000119,Chemical energy / corrosive sulfuric acid under process conditions capable of causing severe tissue damage.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The employee was directly exposed to projected sulfuric acid while accessing the operating area.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including severe chemical burns, permanent blindness, respiratory injury, or systemic effects from significant exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Chemical containment, process isolation, splash protection, and access-route controls were inadequate or ineffective. The employee could be exposed to acid while using the access ladder. Effective containment, shielding, leak control, safe access routing, and appropriate chemical-resistant PPE should prevent direct exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000135,Same-level fall / low gravitational energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was exposed to a same-level fall after becoming dizzy and faint.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Minor head injury or concussion; more severe injury is not reasonably indicated by the described mechanism.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,No specific failed safety barrier is described; the fall resulted from sudden dizziness/faintness.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000136,"Mechanical/kinetic — loss of traction (tire skid) of a heavy fuel tanker on an underground ramp, followed by collision with a fixed structure (gable); additional latent hazard from the vehicle's fuel cargo (fire/spill potential, not confirmed to have materialized)",Mobile equipment / vehicle movement,tire skids and when the operator,True,True,True,1,0.038461538461538464,0.034482758620689655,PARTIAL_COVERAGE,"Both pilot and co-pilot present in the cabin throughout the skid, defensive maneuver, and collision with the gable; direct exposure to deceleration/impact forces from the crash",Direct worker exposure,causing the injury,True,True,True,2,0.11764705882352941,0.11764705882352941,PARTIAL_COVERAGE,"Under a worse-case variation of this same event (higher speed, full loss of control leading to rollover or the tanker striking the gable more directly/head-on, structural cabin intrusion, or fuel tank rupture/fire), this could plausibly result in severe crush injuries, burns, or fatality for either occupant — a hazard category with an inherently high severity ceiling given the vehicle type (fuel tanker) and setting (confined underground ramp)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"seatbelt, safety glasses, and helmet use by both occupants are explicitly confirmed and appear to have limited the injury severity from the collision itself; however, the underlying controls that should prevent skidding/loss of control on the ramp (e.g., speed management, ramp surface/grading maintenance, tire condition, driver training for defensive maneuvers in this specific terrain) were insufficient to prevent the initiating skid and subsequent collision",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000140,Electrical energy / arc-flash energy,Electrical energy,power cord,True,True,True,2,0.6666666666666666,0.6666666666666666,REASONABLE_LEXICAL_OVERLAP,Worker directly exposed to energized plug/socket and power cord while checking voltage.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe burn, electric shock, electrocution, or fatality.",Burn / thermal injury,burn,True,True,True,1,0.16666666666666666,0.14285714285714285,PARTIAL_COVERAGE,"Protection system acted immediately, preventing escalation. However, the worker remained exposed to energized electrical equipment during the task.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000145,"harp/broken glass edge (low kinetic energy, contact-type hazard)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"direct hand contact with glass labware during a manual washing task; the glassware broke while in-hand or in-contact, exposing the finger to the fractured edge",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation (deeper cut, damage to tendon/nerve/blood vessel, or a larger glass fragment causing a more severe laceration), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism",Cut / laceration,cut of the 5th finger of the right hand,True,True,True,2,0.06896551724137931,0.06896551724137931,PARTIAL_COVERAGE,"Weak/absent — no indication that cut-resistant gloves were worn during the glassware washing task, and no mention of an inspection process to identify weakened/cracked glassware before handling",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000166,Thermal energy and process pressure associated with hot pulp in the autoclave/transfer system.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Three employees were inside the room near the equipment when the rupture/release occurred and were directly reached by hot pulp.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, particularly severe thermal burns/scalding, potentially accompanied by impact injuries from the sudden process release.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Process isolation and containment barriers failed or were insufficient. Although the feed was stopped and personnel initiated transfer-valve closure, the system subsequently ruptured/released hot pulp while employees remained in the exposure area. Effective isolation, pressure control/depressurization, leak-response procedures, exclusion zones, and remote operation should prevent personnel exposure to the release.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000169,Unexpected movement of heavy mechanical equipment / crushing energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Electrician's left hand was directly within the drill-arm/pivot-support pinch point during equipment testing.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Severe crush injury, fractures, amputation, permanent disability, or fatality.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Unexpected activation of the control lever and inadequate isolation/positioning controls allowed the drill arm to move while the worker's hand was in the hazardous zone.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000187,"Chemical energy — corrosive/oxidizing hazardous substance (nitric acid), a Class A hazard capable of severe tissue damage",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Direct skin contact via clothing absorption; sleeve of PPE (coat) absorbed acid, which then reached the left forearm — indicates a control (PPE) was present but was breached or insufficient (permeable/absorbent fabric, no chemical-resistant sleeve or apron)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under marginally different conditions (higher concentration, larger volume, longer contact time before wash-off, contact with face/eyes, or delayed recognition since the acid soaked through fabric before reaching skin) this could result in severe chemical burns, permanent scarring, or greater bodily harm — meeting SIF severity criteria",Burn / thermal injury,burn,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Weak/failed barrier — the coat (likely standard lab coat, not chemical-resistant) did not prevent acid penetration to skin. No indication of an apron, acid-resistant sleeve guards, or immediate emergency shower/eyewash use is mentioned. This represents a failed or absent engineering/PPE control for the energy level involved",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000190,"corrosive/toxic substance (ammonia refrigerant), with potential exothermic reaction when combined with water, plus inhalation hazard from vapor release",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct facial splash contact with the ammonia-water solution during a manual draining/decanting task; likely concurrent inhalation exposure to ammonia fumes given proximity to the face,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation (higher ammonia concentration, larger splash volume, direct eye contact, or prolonged inhalation), this could result in permanent eye injury/blindness, severe chemical burns to the face, or respiratory tract damage — clearly meeting SIF severity criteria",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/failed — no indication of face shield, chemical splash goggles, or respiratory protection being used during the draining task; also suggests inadequate procedure/engineering controls (e.g., no closed-system transfer, no fume extraction, no controlled-rate draining) for handling a hazardous refrigerant chemical",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000197,"manual cutting tool (knife), low kinetic energy, contact-type hazard",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct hand contact with a knife blade during a routine manual food-cutting task; the injured hand was positioned near/holding the item being cut,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation (deeper laceration, damage to tendon/nerve/blood vessel), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy manual task",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/absent — no indication of a cut-resistant glove being worn, and no mention of a proper cutting technique/board stabilization method being used; standard practice for manual knife tasks (cut-resistant gloves, stable cutting surface, ""claw grip"" technique) does not appear to have been referenced or followed",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000198,Biological/environmental hazard from an insect/bee-type organism.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The technician was directly exposed to the insect while working outdoors and was bitten on the face.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Minor injury, such as localized pain, swelling, or irritation. A severe allergic reaction is theoretically possible, but it is not supported by the reported event.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Environmental hazard identification and insect-control/awareness measures could be improved. However, the narrative does not indicate a significant barrier failure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000210,"Mechanical — sharp/broken ceramic edge (low kinetic energy, contact-type hazard)",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct hand contact with a damaged plate while handling a stack of dishware during routine cleaning/kitchen duties; the sharp edge was not visually obvious within the stacked set,Direct worker exposure,causing injury,True,True,True,1,0.05263157894736842,0.05,PARTIAL_COVERAGE,"Under a worse-case variation (deeper laceration, damage to tendon/nerve/blood vessel in the finger), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy mechanism",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Weak/absent — no indication of an inspection process to identify and remove damaged/chipped dishware before handling, and no cut-resistant gloves mentioned for dishwashing tasks",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000219,Sharp knife / low-energy cutting hazard.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct finger exposure to the kitchen knife during food preparation.,Direct worker exposure,causing the injury,True,True,True,2,0.2857142857142857,0.2857142857142857,PARTIAL_COVERAGE,Localized cut/laceration or finger injury.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Specific protective gloves for the task were not being used.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000222,Same-level slip/fall hazard caused by vegetation/ground conditions.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The operator was walking through an area containing leucena foliage while conducting the inspection.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the narrative, a SIF-level consequence is not reasonably evident.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000232,"Residual process energy/material and contaminated substances, including residual water and contaminants associated with the blower.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The employee's face and right eye were directly exposed to residual water and contaminated PPE.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury is possible from a more hazardous residual substance or greater exposure, particularly severe eye injury or permanent vision impairment.",Minor injury / irritation,irritation,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Energy isolation, draining/depressurization, decontamination, and PPE-removal controls were inadequate or ineffective. Residual material remained in the equipment, and contaminated gloves were able to contact the employee's eye during PPE removal.",Personal protective equipment,PPE,True,True,True,1,0.05,0.045454545454545456,PARTIAL_COVERAGE
industrial_safety_000236,Same-level/low-height slip and gravitational energy.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Worker was exposed to a low-height fall/slip while descending the ladder.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Minor to moderate impact injury, such as bruising or musculoskeletal injury.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Handrail was present and the worker was using his required PPE (EPP). No critical barrier failure indicating SIF potential is described.,Fall prevention / protection,handrail,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP
industrial_safety_000239,Mechanical/kinetic — struck-by hazard from a heavy air pipe shifting/settling unexpectedly during manual handling/positioning,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Worker (Marco) in direct physical proximity to and manually handling the pipe at the moment it moved/settled; positioned such that the pipe's impact trajectory intersected his body, specifically striking the safety guard he was wearing/using",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Had the safety guard not been in place, in the correct position, or adequate for the impact force, this could have resulted in serious head, face, or facial fracture injury, eye injury, or other significant trauma from being struck by the pipe — this is a scenario where the absence or failure of the existing barrier would plausibly escalate the outcome to SIF-level severity",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"the safety guard intercepted the impact and appears to have prevented direct injury to the worker; however, the underlying task control (secure positioning/rigging of the pipe before release, or controlled lowering rather than an unexpected ""seat""/settling movement) was inadequate, indicating a process/procedural gap even though the PPE barrier held",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000250,"Chemical — highly corrosive strong acid (sulfuric acid), likely airborne/splashed from the conveyor system",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct facial skin contact (upper lip) via an uncontrolled release/splash/drip from process equipment during cleaning activity,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under a worse-case variation (larger volume, direct eye contact, inhalation of acid mist/fumes, or contact with mucous membranes of mouth/nose), this could result in permanent eye damage, severe facial burns/disfigurement, or respiratory injury — meeting SIF severity criteria",Struck-by injury,was hit,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Weak/failed — no indication of face shield, goggles, or splash protection being worn during cleaning near the conveyor; also suggests inadequate containment or isolation of the acid source (e.g., no drip trays, sealed lines, or LOTO) during the cleaning task near an active/residual chemical line",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000259,fall from a low height (~0.6 m) while climbing on/around mobile equipment (scooptram) using a non-designated foothold (tire rim),,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Operator's foot/leg in contact with the equipment's rim while climbing to access the front headlight for inspection; direct exposure to a fall when the foothold slipped,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Under this specific low fall height, the realistic outcome range includes sprains, strains, bruising, or at most a minor fracture from an awkward landing; a genuinely severe or fatal outcome is not a plausible escalation from this height alone unless a secondary hazard were present (e.g., falling onto exposed machinery parts, into a pinch point, or striking the head on a hard/sharp surface) — none of which is indicated in the narrative",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"no indication of proper access equipment (ladder, designated step/platform) being used for the inspection task; using the tire rim as a climbing point is an improvised, non-designed access method, indicating a gap in safe access procedures for equipment inspection/maintenance tasks",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000264,Thermal energy and pressurized/hot process gas associated with furnace ignition.,Fire / explosion energy; Thermal / hot material,igniting || hot gas,True,True,True,3,0.3333333333333333,0.25,PARTIAL_COVERAGE,The employee's face was directly exposed to the hot-gas reflux during furnace ignition.,Material / substance contact,"hot gas, reaching the face",True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP,"Fatality or life-altering injury, including severe facial/airway burns, thermal injury, or smoke/hot-gas inhalation.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Ignition, gas-flow, and personnel-positioning controls were inadequate or ineffective. The employee was positioned where a hot-gas reflux could reach the face. Proper ignition procedures, gas-flow control, exclusion from the line of fire, and appropriate PPE should prevent direct exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
industrial_safety_000272,Sharp edge / low-energy cutting or puncture hazard.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,Direct thumb contact with the sharp corner while handling the aluminum container.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Localized cut, puncture, or minor hand injury.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The employee was not wearing safety gloves at the time of the incident.,Personal protective equipment,safety gloves,True,True,True,0,0.0,0.0,LOW_SEMANTIC_OVERLAP
industrial_safety_000284,Stored mechanical energy and projectile energy from the brace/bolt during removal and impact.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,The employee was in close proximity to the component and in the potential line of fire while striking/removing it.,,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Fatality or life-altering injury, including penetrating trauma, severe laceration, eye injury, or potentially fatal injury if a metal fragment were projected toward a vital body area.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY,"Line-of-fire, restraint, and controlled disassembly barriers were inadequate or ineffective. The component was struck while the worker remained exposed to potential projectile release. Appropriate restraint, controlled removal methods, exclusion zones, and suitable PPE should prevent personnel exposure.",,,True,False,False,0,0.0,0.0,MISSED_CATEGORY
