report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model,batch_id,active_learning_rank,selection_reason,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score
industrial_safety_000095,industrial_safety_analytics_database,incident,2016-04-05T00:00:00,Country_01,Local_06,Metals,,,"The worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener D2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that I am anchored in one of the horizontals of the scaffolding structure.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,III,YES,,v0.1,Male,Third Party,the worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener d2251 the dismantling of the base of the scaffold located approximately one meter high from the floor of the sump the rivets of the anchor support of the platform were broken causing the fall of the worker and impacting the right knee with the support that i am anchored in one of the horizontals of the scaffolding structure,DUP_0356,1.0,False,3.0,,,,['Fall prevention (same level)'],,completed,"The worker fell when the scaffold anchoring/support failed. Although the fall height was approximately 1 m, the uncontrolled scaffold failure and impact against a structural support created a credible potential for a serious injury.","During scaffold dismantling, the rivets of the anchor support broke, causing the worker to fall and impact his right knee against a support connected to the scaffold structure.",Scaffold structural failure / fall energy.,"Serious impact injury, fracture, crush injury, or potentially more severe injury from scaffold collapse.","Scaffold anchoring/support failed during dismantling, indicating inadequate structural integrity verification or control of the dismantling process.",HIGH,annotator_01,2026-09-03T08:44:14.805226+00:00,Worker was directly exposed to a scaffold collapse/fall while dismantling it at approximately 1 m height.,429.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000100,industrial_safety_analytics_database,incident,2016-04-11T00:00:00,Country_01,Local_01,Mining,,,"When positioning the scissor bolter N ° 09 in the East of stope 175 (40 meters from the top), the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable, so they decide to section the sleeve and direct it towards the main corridor; the injured person decides to climb to the roof of the equipment cabin (surface: 1.5 square meters) to carry out the reinstallation of the sectioned sleeve and, without noticing, he steps on empty and falls from the equipment from a height of 2.50 meters. At the time of the accident, the operator was on the scissor bolter platform, the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap.",,,,,['Others'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Employee,,DUP_0393,,,,,,,,,completed,The worker climbed onto the roof of mobile equipment and fell approximately 2.5 m after stepping into an unprotected/empty area. A fall from this height has credible potential for severe or fatal injury.,"The worker climbed onto the equipment cabin roof, which had a 1.5 m² surface, and fell from a height of 2.50 m after stepping on an empty area.",Fall from height / gravitational energy.,"Severe head or spinal injury, fractures, permanent disability, or fatality.","Inadequate work-at-height/access controls; the worker used the equipment roof as a work surface without effective fall protection. The equipment was positioned and blocked, but this did not prevent the fall.",HIGH,annotator_01,2026-09-03T10:50:13.657988+00:00,Worker was directly exposed to an unprotected fall while working on the equipment cabin roof.,,,active_learning_01,YES,,,,active_learning_batch_01,51.0,High combined uncertainty,0.5279911033946337,0.6672297935642979,0.5976104484794658,0.1392386901696641,0.8047791030410685,0.5502243726258857
industrial_safety_000103,industrial_safety_analytics_database,incident,2016-04-16T00:00:00,Country_01,Local_04,Mining,,,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident.",,,,,['Others'],[],[],[],[],[],I,III,YES,,v0.1,Male,Third Party,,DUP_0086,,,,,,,,,completed,The worker lost balance due to movement of the ladder while working at the crown of an underground heading and fell to the floor. The elevated working position creates a credible potential for serious or fatal fall-related injury.,"While tying pentacord at the crown and reaching for the fanel, the worker lost balance when the ladder moved and fell to the floor.",Fall from elevated position / gravitational energy.,"Severe head or spinal injury, fractures, permanent disability, or fatality.","Ladder stability/access control was inadequate, as movement of the ladder directly contributed to the loss of balance and fall.",HIGH,annotator_01,2026-09-03T10:48:10.052609+00:00,Worker was exposed to a fall while positioned on a moving/unstable ladder at the crown.,,,active_learning_01,YES,,,,active_learning_batch_01,92.0,High combined uncertainty,0.547749878631576,0.684755125669514,0.616252502150545,0.137005247037938,0.7674949956989101,0.501529922592779
industrial_safety_000108,industrial_safety_analytics_database,incident,2016-04-21T00:00:00,Country_02,Local_02,Mining,,,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",,,,,['Others'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,when performing cleaning with lhd in block f 9970 at level 420 the operator was surprised by a rock block displacement of the side of the gallery reaching his right leg causing him superficial injury,DUP_0387,1.0,False,5.0,,,,['Others'],,completed,The operator was exposed to ground/rock-fall hazards while operating an LHD in an underground gallery. A displaced rock block struck the worker's leg; a larger rock fall or impact to the head/torso could have resulted in a serious or fatal injury.,"A rock block displaced from the side of the gallery and struck the operator's right leg, causing a superficial injury.",Uncontrolled ground/rock movement and gravity energy.,"Serious struck-by injury, crushing, fractures, head injury, or fatality.",Ground support/ground-control measures were insufficient to prevent rock displacement into the operator's work area.,HIGH,annotator_01,2026-09-03T08:36:57.790160+00:00,Operator was exposed to unstable rock/ground while performing LHD cleaning in the gallery.,201.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000112,industrial_safety_analytics_database,incident,2016-04-26T00:00:00,Country_02,Local_05,Metals,,,The injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass.,,,,,['Cut'],[],[],[],[],[],I,II,NO,,v0.1,Female,Third Party,the injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass,DUP_0333,1.0,False,2.0,,,,['Cut'],,completed,"finger puncture from a glass fragment is a low-energy, localized mechanical hazard. While cuts can occasionally lead to complications (infection, tendon/nerve damage, or more serious lacerations), the mechanism described here (piercing while cleaning a sink) does not carry the same escalation potential as high-energy hazards (e.g., machinery, falls from height, chemical exposure, electrical). This is best classified as a minor injury / low-severity precursor rather than a genuine SIF-potential event.","""performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass""","sharp object (glass fragment), low kinetic/contact energy","Under a worse-case variation (larger/deeper glass shard, damage to tendons, nerves, or blood vessels in the hand, or subsequent infection), this could escalate to a more serious hand injury; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism","Weak/absent — no indication of cut-resistant gloves being worn, no prior inspection/removal of glass hazards from the sink before cleaning, and no visual check of the work area for hidden sharps",HIGH,annotator_01,2026-09-03T08:37:05.283590+00:00,"Direct hand/finger contact with broken glass while cleaning by touch/feel inside a sink, without visual awareness of the hazard (glass fragment hidden from view)",131.0,,v0.2_calibration,NO,adjudicated,False,True,,,,,,,,,
industrial_safety_000115,industrial_safety_analytics_database,incident,2016-04-30T00:00:00,Country_02,Local_05,Metals,,,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",,,,,['Pressed'],[],[],[],[],[],I,IV,NO,,v0.1,Male,Employee,,DUP_0302,,,,,,,,,completed,"The worker's hand was pressed during load return/alignment at a debarking machine, exposing him to mechanical crushing energy. Machinery pinch/crush points can result in severe injury or amputation and can potentially be fatal.","While returning the load and attempting to align a cathode at the entrance of the debarking machine, the employee's right hand was pressed.",Mechanical crushing/pinch-point energy from the debarking machine and load.,"Severe crush injury, fracture, amputation, permanent disability, or fatality.",Inadequate control of the load/machine pinch point during manual alignment; the worker's hand was able to enter the hazardous zone.,HIGH,annotator_01,2026-09-03T10:36:45.285547+00:00,Direct hand exposure to the machine/load during manual alignment.,,,active_learning_01,NO,,,,active_learning_batch_01,26.0,TF-IDF NO / Transformer YES disagreement,0.4919236811244507,0.6197428527523332,0.555833266938392,0.1278191716278825,0.8883334661232161,0.609823899991914
industrial_safety_000119,industrial_safety_analytics_database,incident,2016-05-02T00:00:00,Country_02,Local_05,Metals,,,The employee reports that climbing the access ladder to the operating room of the Ustulation was surprised by the projection of sulfuric acid.,,,,,['Chemical substances'],[],[],[],[],[],I,IV,YES,,v0.1,Female,Third Party (Remote),the employee reports that climbing the access ladder to the operating room of the ustulation was surprised by the projection of sulfuric acid,DUP_0305,1.0,False,4.0,,,,['Chemical substances'],,completed,"The employee was exposed to sulfuric acid projection while climbing an access ladder. Sulfuric acid is highly corrosive and can cause severe chemical burns, permanent eye damage, or potentially fatal injury with significant exposure.","While climbing the access ladder to the operating room, the employee was unexpectedly hit by a projection of sulfuric acid.",Chemical energy / corrosive sulfuric acid under process conditions capable of causing severe tissue damage.,"Fatality or life-altering injury, including severe chemical burns, permanent blindness, respiratory injury, or systemic effects from significant exposure.","Chemical containment, process isolation, splash protection, and access-route controls were inadequate or ineffective. The employee could be exposed to acid while using the access ladder. Effective containment, shielding, leak control, safe access routing, and appropriate chemical-resistant PPE should prevent direct exposure.",HIGH,annotator_01,2026-09-02T06:11:49.795641+00:00,The employee was directly exposed to projected sulfuric acid while accessing the operating area.,142.0,,pilot_02,YES,pilot,False,True,,,,,,,,,
industrial_safety_000135,industrial_safety_analytics_database,incident,2016-05-20T00:00:00,Country_01,Local_06,Metals,,,"In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area, she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party,,DUP_0202,,,,,,,,,completed,"The worker experienced dizziness and faintness, resulting in a same-level fall. The reported consequence was a slight concussion, and the narrative does not indicate a high-energy mechanism or credible SIF-level exposure.","While washing the tables, the worker felt dizzy and faint, fell at the same level, and sustained a slight concussion to the head.",Same-level fall / low gravitational energy.,Minor head injury or concussion; more severe injury is not reasonably indicated by the described mechanism.,No specific failed safety barrier is described; the fall resulted from sudden dizziness/faintness.,HIGH,annotator_01,2026-09-03T10:37:36.715537+00:00,Worker was exposed to a same-level fall after becoming dizzy and faint.,,,active_learning_01,NO,,,,active_learning_batch_01,13.0,TF-IDF YES / Transformer NO disagreement,0.5306872870271548,0.4028501626225159,0.4667687248248354,0.1278371244046389,0.9335374496496708,0.6607510646737706
industrial_safety_000136,industrial_safety_analytics_database,incident,2016-05-22T00:00:00,Country_01,Local_03,Mining,,,"During the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; When passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.",,,,,['Others'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Third Party,,DUP_0156,,,,,,,,,completed,"This event involves a fuel tanker (a large, heavy mobile vehicle carrying a hazardous/flammable load) skidding on its rear tire while transiting a ramp between levels, followed by a defensive maneuver that resulted in a collision with the left gable (wall/pillar structure). Loss of control of heavy vehicles on ramps — particularly fuel-carrying vehicles in confined underground roadways — is a high-energy, high-consequence hazard category: it carries inherent risk of rollover, structural cabin intrusion, fuel spill/fire, or collision with personnel/infrastructure. The explicit mention that both pilot and co-pilot were using seatbelts, safety glasses, and helmets strongly suggests these controls were the reason the outcome was not more severe — indicating this is a high-potential event where barriers functioned as intended, not a low-energy incident.","""the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet","Mechanical/kinetic — loss of traction (tire skid) of a heavy fuel tanker on an underground ramp, followed by collision with a fixed structure (gable); additional latent hazard from the vehicle's fuel cargo (fire/spill potential, not confirmed to have materialized)","Under a worse-case variation of this same event (higher speed, full loss of control leading to rollover or the tanker striking the gable more directly/head-on, structural cabin intrusion, or fuel tank rupture/fire), this could plausibly result in severe crush injuries, burns, or fatality for either occupant — a hazard category with an inherently high severity ceiling given the vehicle type (fuel tanker) and setting (confined underground ramp)","seatbelt, safety glasses, and helmet use by both occupants are explicitly confirmed and appear to have limited the injury severity from the collision itself; however, the underlying controls that should prevent skidding/loss of control on the ramp (e.g., speed management, ramp surface/grading maintenance, tire condition, driver training for defensive maneuvers in this specific terrain) were insufficient to prevent the initiating skid and subsequent collision",HIGH,annotator_01,2026-09-03T10:44:34.033537+00:00,"Both pilot and co-pilot present in the cabin throughout the skid, defensive maneuver, and collision with the gable; direct exposure to deceleration/impact forces from the crash",,,active_learning_01,YES,,,,active_learning_batch_01,71.0,High combined uncertainty,0.5685463528861895,0.742571557811863,0.6555589553490262,0.1740252049256735,0.6888820893019476,0.5246848901388671
industrial_safety_000140,industrial_safety_analytics_database,incident,2016-05-27T00:00:00,Country_02,Local_02,Mining,,,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",,,,,['Others'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,when checking voltage at the power outlet of the the plug and socket to make sure the connection was correct when there was a small electrical arc in the power cord causing a slight burn in the right hand wrist the protection system acted immediately,DUP_0370,1.0,False,5.0,,,,['Others'],,completed,"The worker was exposed to energized electrical equipment, and an electrical arc occurred. Although the actual injury was minor, electrical shock or arc-flash exposure could potentially have resulted in a serious or fatal injury.","A small electrical arc occurred in the power cord while checking voltage, causing a burn to the right wrist. The protection system acted immediately.",Electrical energy / arc-flash energy,"Severe burn, electric shock, electrocution, or fatality.","Protection system acted immediately, preventing escalation. However, the worker remained exposed to energized electrical equipment during the task.",HIGH,annotator_01,2026-09-03T08:31:54.118186+00:00,Worker directly exposed to energized plug/socket and power cord while checking voltage.,254.0,,v0.2_calibration,YES,adjudicated,False,True,,,,,,,,,
