report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,text_length,risk,annotation_round,annotation_status,sif_reason,evidence_text,hazard_notes,exposure_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc
industrial_safety_000370,industrial_safety_analytics_database,incident,2017-03-15T00:00:00,Country_02,Local_08,Metals,,,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",,,,,['Chemical substances'],[],[],[],[],[],II,IV,,,v0.2,Female,Employee,during the preparation for the solubilization activity of the sample in the chapel the maid when moving the vial of nitric acid the same detached from the doser causing projection in the region of the face and upper limbs,DUP_0148,1,False,4,225,['Chemical substances'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000332,industrial_safety_analytics_database,incident,2017-02-08T00:00:00,Country_01,Local_03,Mining,,,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",,,,,['Cut'],[],[],[],[],[],II,IV,,,v0.2,Male,Third Party,being 1220 hours approximately in circumstances that the administrative ssomac was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages when trying to raise the guillotine the middle finger of the right hand it rubs against the edge of the guillotine blade causing the cut in the yolk of the third finger of the right hand,DUP_0084,1,False,4,389,['Cut'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000076,industrial_safety_analytics_database,incident,2016-03-18T00:00:00,Country_02,Local_05,Metals,,,"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",,,,,['Fall prevention (same level)'],[],[],[],[],[],I,IV,,,v0.2,Male,Employee,the employee was clearing the liquid zinc pump from oven 04 when he stepped on the platform and became unbalanced with a twist in his left foot,DUP_0315,1,False,4,145,['Fall prevention (same level)'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000314,industrial_safety_analytics_database,incident,2017-01-20T00:00:00,Country_01,Local_06,Metals,,,"At 15:05 hours, Mr. Cesar Tello-MOINSAC, was carrying out the work of assembling the water line, for that he climbs up the cat ladder and at an approximate height of 2.5 meters he vanishes and falls, hitting himself on the way, being transferred to the medical center for his attention.",,,,,['Fall prevention'],[],[],[],[],[],IV,IV,,,v0.2,Male,Third Party (Remote),at 1505 hours mr cesar tellomoinsac was carrying out the work of assembling the water line for that he climbs up the cat ladder and at an approximate height of 25 meters he vanishes and falls hitting himself on the way being transferred to the medical center for his attention,DUP_0029,1,False,4,286,['Fall prevention'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000312,industrial_safety_analytics_database,incident,2017-01-17T00:00:00,Country_02,Local_08,Metals,,,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",,,,,['Liquid Metal'],[],[],[],[],[],I,IV,,,v0.2,Male,Employee,upon approaching the furnace that was in the process of melting the zn ingot it was struck by liquid metal projection,DUP_0361,1,False,4,119,['Liquid Metal'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000297,industrial_safety_analytics_database,incident,2016-12-30T00:00:00,Country_01,Local_04,Mining,,,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",,,,,['Others'],[],[],[],[],[],IV,V,,,v0.2,Male,Third Party,at 1340 hours mr hidalgo wanting to climb on the starter board to remove the fans stands on an unstable reel and when driving fell frontally at a height of 298m,DUP_0025,1,False,5,169,['Others'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000108,industrial_safety_analytics_database,incident,2016-04-21T00:00:00,Country_02,Local_02,Mining,,,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",,,,,['Others'],[],[],[],[],[],I,V,,,v0.2,Male,Employee,when performing cleaning with lhd in block f 9970 at level 420 the operator was surprised by a rock block displacement of the side of the gallery reaching his right leg causing him superficial injury,DUP_0387,1,False,5,201,['Others'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000361,industrial_safety_analytics_database,incident,2017-03-04T00:00:00,Country_02,Local_02,Mining,,,"The employee, who was hitchhiking, on the CEP 403 truck, equipment, he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction. Upon returning to the truck, it was hit in the arm left by the loader tire that was traveling along the road and passed the CEP-403 on the right.",,,,,['Vehicles and Mobile Equipment'],[],[],[],[],[],I,V,,,v0.2,Male,Employee,the employee who was hitchhiking on the cep 403 truck equipment he crossed the central canterio of the track to catch the key of the wheel loader with another operator who was stopped in the opposite direction upon returning to the truck it was hit in the arm left by the loader tire that was traveling along the road and passed the cep403 on the right,DUP_0325,1,False,5,360,['Vehicles and Mobile Equipment'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000331,industrial_safety_analytics_database,incident,2017-02-07T00:00:00,Country_01,Local_03,Mining,,,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.",,,,,['remains of choco'],[],[],[],[],[],II,V,,,v0.2,Male,Employee,in level 2900  op 5 the worker performed the chuteo ore from the hopper to the second car perceived a slip of water and mud through the hopper decided to leave the platform and when he was already down the second rung of the ladder of access the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee,DUP_0220,1,False,5,387,['remains of choco'],v0.2_calibration,pending,,,,,,,,,
industrial_safety_000140,industrial_safety_analytics_database,incident,2016-05-27T00:00:00,Country_02,Local_02,Mining,,,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",,,,,['Others'],[],[],[],[],[],I,V,,,v0.2,Male,Employee,when checking voltage at the power outlet of the the plug and socket to make sure the connection was correct when there was a small electrical arc in the power cord causing a slight burn in the right hand wrist the protection system acted immediately,DUP_0370,1,False,5,254,['Others'],v0.2_calibration,pending,,,,,,,,,
