report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model
industrial_safety_000289,industrial_safety_analytics_database,incident,2016-12-16T00:00:00,Country_02,Local_08,Metals,,,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Female,Third Party,the maid while walking in the electrolysis area stumbled and fell next to the bathroom in room b,DUP_0338,1,False,2,,,,['Others'],,completed,The event was a same-level slip/trip and fall while walking. The narrative does not indicate exposure to high-energy hazards or a credible mechanism for a fatal or life-altering injury.,"The worker stumbled and fell while walking in the electrolysis area, next to the bathroom in room B. No high-energy event or serious injury mechanism is described.",Same-level fall / walking-surface hazard.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the information provided, SIF-level injury is not reasonably evident.","Housekeeping, walking-surface, and pedestrian safety controls may have been inadequate, but there is insufficient evidence of a failed high-consequence barrier.",HIGH,annotator_01,2026-09-02T06:03:12.559052+00:00,The worker was walking through the electrolysis area and stumbled near the bathroom.,98.0,,pilot_02,NO,pilot,False,True
industrial_safety_000222,industrial_safety_analytics_database,incident,2016-09-06T00:00:00,Country_02,Local_02,Mining,,,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,the check list of the area of the survey the operator slipped in the foliage of the leucenas and fell,DUP_0288,1,False,2,,,,['Others'],,completed,"The incident was a slip and fall while walking through vegetation during an area inspection. The narrative does not identify significant stored, kinetic, electrical, thermal, or other high-energy exposure capable of causing a fatal or life-altering injury.","While performing the area's survey/checklist, the operator slipped in the foliage of leucenas and fell. No serious injury or high-energy hazard is described.",Same-level slip/fall hazard caused by vegetation/ground conditions.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the narrative, a SIF-level consequence is not reasonably evident.",Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,HIGH,annotator_01,2026-09-02T06:04:26.861504+00:00,The operator was walking through an area containing leucena foliage while conducting the inspection.,104.0,,pilot_02,NO,pilot,False,True
industrial_safety_000034,industrial_safety_analytics_database,incident,2016-02-15T00:00:00,Country_02,Local_05,Metals,,,The employee was clearing the pipe when he tapped his right thumb against the flange causing little trauma.,,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,the employee was clearing the pipe when he tapped his right thumb against the flange causing little trauma,DUP_0316,1,False,2,,,,['Others'],,completed,"The event involved a minor hand impact while clearing a pipe. There is no indication of high-energy release, significant crushing potential, or another credible mechanism for a fatal or life-altering injury.","The employee was clearing the pipe when he tapped his right thumb against the flange, resulting in little trauma.",Mechanical contact / minor impact energy from the pipe flange.,"Minor injury, such as bruising or a minor contusion. A SIF-level consequence is not reasonably evident from the narrative.",Hand positioning and task technique controls could be improved to prevent contact with the flange during manual pipe clearing.,HIGH,annotator_01,2026-09-02T06:05:20.640569+00:00,The employee's right thumb was exposed to the flange during the pipe-clearing activity.,107.0,,pilot_02,NO,pilot,False,True
industrial_safety_000264,industrial_safety_analytics_database,incident,2016-11-08T00:00:00,Country_02,Local_08,Metals,,,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",,,,,['Others'],[],[],[],[],[],I,II,YES,,v0.1,Male,Employee,when igniting the furnace 07 of the battery i there was reflux of hot gas reaching the face of the employee,DUP_0377,1,False,2,,,,['Others'],,completed,"The employee was exposed to an unexpected release/reflux of hot gas from a furnace during ignition. Hot-gas release can cause severe facial burns, inhalation injury, or potentially fatal injury, making this a credible SIF event.","While igniting furnace 07 of Battery I, there was a reflux of hot gas that reached the employee's face.",Thermal energy and pressurized/hot process gas associated with furnace ignition.,"Fatality or life-altering injury, including severe facial/airway burns, thermal injury, or smoke/hot-gas inhalation.","Ignition, gas-flow, and personnel-positioning controls were inadequate or ineffective. The employee was positioned where a hot-gas reflux could reach the face. Proper ignition procedures, gas-flow control, exclusion from the line of fire, and appropriate PPE should prevent direct exposure.",HIGH,annotator_01,2026-09-02T06:06:21.340468+00:00,The employee's face was directly exposed to the hot-gas reflux during furnace ignition.,110.0,,pilot_02,YES,pilot,False,True
industrial_safety_000082,industrial_safety_analytics_database,incident,2016-03-30T00:00:00,Country_01,Local_03,Mining,,,"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",,,,,['Others'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,after having carried out the mechanized support with the scissor  200 the heavy equipment operator picks up the water supply hose towards the drum of the equipment and while he was heading towards the cabin of the scissor on the way on a piece of rock  10 cm high approx  which displaces by sliding his right foot causing the injury described,DUP_0006,1,False,3,,,,['Others'],,completed,The event was a same-level slip/trip caused by stepping on a small rock while carrying a water hose. The narrative does not indicate exposure to high-energy hazards or a credible mechanism for a fatal or life-altering injury.,"After mechanized support work, the operator was carrying the water supply hose toward the Scissor equipment cabin when he stepped on an approximately 10 cm-high rock, which displaced/slid and caused his right foot to move, resulting in the reported injury.",Trip/slip hazard and low-level mechanical energy from loose rock on the walking surface.,"Minor to moderate injury, such as a sprain, strain, or fracture. A SIF-level consequence is not reasonably evident from the narrative.",Housekeeping and walking-route controls were inadequate or could be improved. Loose rocks should be removed and walking paths maintained clear of trip hazards.,HIGH,annotator_01,2026-09-02T06:07:25.123701+00:00,The operator was walking while carrying the hose and stepped onto the loose rock.,349.0,1.0,pilot_02,NO,pilot,False,True
industrial_safety_000284,industrial_safety_analytics_database,incident,2016-12-12T00:00:00,Country_01,Local_04,Mining,,,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",,,,,['Others'],[],[],[],[],[],III,III,YES,,v0.1,Male,Employee,when performing the doosan rb10 equipment hammer repair the employee tries to remove the suspenders with the support of a 25pound rope at the moment of receiving the blow the brace or bolt causes a splinter to be released expelling and impacting on the lower left limb causing metal embedding in it the collaborator did not notice immediately,DUP_0390,1,False,3,,,,['Others'],,completed,"The repair involved striking/removing a mechanical component under tension or restraint. The impact caused a metal fragment to be projected into the worker's lower limb, demonstrating uncontrolled stored/mechanical energy and projectile potential. A similar release directed toward the head, eyes, or torso could cause life-altering or fatal injury.","During repair of the Doosan RB-10 hammer, the employee attempted to remove the suspenders using a 25-pound rope. When the component was struck, the brace/bolt released a metal splinter that was projected into the lower left limb, becoming embedded.",Stored mechanical energy and projectile energy from the brace/bolt during removal and impact.,"Fatality or life-altering injury, including penetrating trauma, severe laceration, eye injury, or potentially fatal injury if a metal fragment were projected toward a vital body area.","Line-of-fire, restraint, and controlled disassembly barriers were inadequate or ineffective. The component was struck while the worker remained exposed to potential projectile release. Appropriate restraint, controlled removal methods, exclusion zones, and suitable PPE should prevent personnel exposure.",HIGH,annotator_01,2026-09-02T06:08:38.115293+00:00,The employee was in close proximity to the component and in the potential line of fire while striking/removing it.,349.0,1.0,pilot_02,YES,adjudicated,False,True
industrial_safety_000074,industrial_safety_analytics_database,incident,2016-03-19T00:00:00,Country_01,Local_01,Mining,,,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",,,,,['Others'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,during the placement of the last support mesh cloth of the work in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket when pressing on the mesh one of the protruding ends of the mesh crosses the leather glove causing an injury in his right hand,DUP_0144,1,False,3,,,,['Others'],,completed,The incident involved a sharp protruding end of electrowelded mesh penetrating the worker's glove and injuring the hand. The described mechanism does not indicate significant stored or high-energy potential capable of causing a fatal or life-altering injury.,"While placing the final support mesh, the injured worker reached the electrowelded mesh toward the scissor bolter operator. When pressing the mesh, a protruding end crossed the leather glove and injured the right hand.",Sharp-edge / puncture hazard from the protruding end of the electrowelded mesh.,"Minor to moderate hand injury, such as puncture wounds, lacerations, or localized tissue damage. A SIF-level consequence is not reasonably evident from the narrative.","Material-handling and hand-protection controls were inadequate or could be improved. Protruding mesh ends should be controlled/trimmed or otherwise protected, and task-appropriate cut/puncture-resistant gloves should be used.",HIGH,annotator_01,2026-09-02T06:10:31.681296+00:00,The worker's right hand was directly exposed to the protruding mesh end while handling and pressing the mesh.,346.0,4.0,pilot_02,NO,adjudicated,False,True
industrial_safety_000075,industrial_safety_analytics_database,incident,2016-03-14T00:00:00,Country_02,Local_05,Metals,,,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface.,,,,,['Chemical substances'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Employee,the employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface,DUP_0297,1,False,4,,,,['Chemical substances'],,completed,"The employee was exposed to acidic solution splashes to the face while checking for a leak. Chemical exposure to the face can cause severe burns, permanent eye damage, or other life-altering injuries, depending on the concentration and quantity of the acid.","While checking for an acid leakage in the shipping area, the employee was struck by splashes of solution to the right side of the face.",Chemical energy / corrosive acid solution capable of causing tissue and eye damage.,"Fatality or life-altering injury, including severe facial chemical burns, permanent eye damage/blindness, respiratory injury, or systemic effects depending on the substance.","Leak detection, containment, chemical isolation, and PPE controls were inadequate or ineffective. The employee was exposed to the leak while investigating it. Appropriate isolation/containment, remote leak assessment where feasible, exclusion from the splash zone, and chemical-resistant face/eye protection should prevent direct exposure.",HIGH,annotator_01,2026-09-02T06:09:33.880386+00:00,The employee's right hemiface was directly exposed to the chemical splash while investigating the leak.,121.0,,pilot_02,YES,pilot,False,True
industrial_safety_000119,industrial_safety_analytics_database,incident,2016-05-02T00:00:00,Country_02,Local_05,Metals,,,The employee reports that climbing the access ladder to the operating room of the Ustulation was surprised by the projection of sulfuric acid.,,,,,['Chemical substances'],[],[],[],[],[],I,IV,YES,,v0.1,Female,Third Party (Remote),the employee reports that climbing the access ladder to the operating room of the ustulation was surprised by the projection of sulfuric acid,DUP_0305,1,False,4,,,,['Chemical substances'],,completed,"The employee was exposed to sulfuric acid projection while climbing an access ladder. Sulfuric acid is highly corrosive and can cause severe chemical burns, permanent eye damage, or potentially fatal injury with significant exposure.","While climbing the access ladder to the operating room, the employee was unexpectedly hit by a projection of sulfuric acid.",Chemical energy / corrosive sulfuric acid under process conditions capable of causing severe tissue damage.,"Fatality or life-altering injury, including severe chemical burns, permanent blindness, respiratory injury, or systemic effects from significant exposure.","Chemical containment, process isolation, splash protection, and access-route controls were inadequate or ineffective. The employee could be exposed to acid while using the access ladder. Effective containment, shielding, leak control, safe access routing, and appropriate chemical-resistant PPE should prevent direct exposure.",HIGH,annotator_01,2026-09-02T06:11:49.795641+00:00,The employee was directly exposed to projected sulfuric acid while accessing the operating area.,142.0,,pilot_02,YES,pilot,False,True
industrial_safety_000077,industrial_safety_analytics_database,incident,2016-03-18T00:00:00,Country_02,Local_05,Metals,,,"The employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.",,,,,['Chemical substances'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Employee,the employee was transiting toward the cadmium factory near tank 1440 on copper sulphate when acid solution spilled in his direction reaching his legs causing minor burns,DUP_0322,1,False,4,,,,['Chemical substances'],,completed,"The employee was exposed to an acid solution spill while walking near a process tank. Although the reported injury was minor, uncontrolled acid release has credible potential for severe chemical burns, particularly if exposure had occurred to the eyes, face, or a larger area of the body.","While walking toward the cadmium factory near tank 1440 containing copper sulphate, an acid solution spilled toward the employee, reaching his legs and causing minor burns.",Chemical energy / corrosive acid solution associated with the process equipment.,"Fatality or life-altering injury could result from a larger or more concentrated acid release, including severe chemical burns, permanent eye damage, respiratory injury, or systemic effects.","Containment, leak/spill prevention, and pedestrian segregation controls were inadequate or ineffective. The employee's normal travel route placed him within the potential release zone of the process equipment.",HIGH,annotator_01,2026-09-02T06:13:26.731251+00:00,The employee's legs were directly exposed to the spilled acid solution while transiting near the tank.,174.0,,pilot_02,YES,pilot,False,True
industrial_safety_000232,industrial_safety_analytics_database,incident,2016-09-20T00:00:00,Country_02,Local_05,Metals,,,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",,,,,['Blocking and isolation of energies'],[],[],[],[],[],I,II,YES,,v0.1,Male,Third Party (Remote),the employee was performing maintenance of the blower when the residual water projection occurred on his face in an attempt to remove ppe the injured person has had contact with contaminated gloves with the right eye causing irritation,DUP_0320,1,False,2,,,,['Blocking and isolation of energies'],,completed,"The incident involved residual process water and contaminated PPE during blower maintenance. Although the reported outcome was eye irritation, the presence of residual energy/material and contaminated gloves created a credible potential for serious eye exposure or other life-altering injury.","During blower maintenance, residual water was projected onto the employee's face. While attempting to remove PPE, the employee's contaminated glove contacted the right eye, causing irritation.","Residual process energy/material and contaminated substances, including residual water and contaminants associated with the blower.","Fatality or life-altering injury is possible from a more hazardous residual substance or greater exposure, particularly severe eye injury or permanent vision impairment.","Energy isolation, draining/depressurization, decontamination, and PPE-removal controls were inadequate or ineffective. Residual material remained in the equipment, and contaminated gloves were able to contact the employee's eye during PPE removal.",HIGH,annotator_01,2026-09-02T09:35:09.168223+00:00,The employee's face and right eye were directly exposed to residual water and contaminated PPE.,239.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000382,industrial_safety_analytics_database,incident,2017-04-10T00:00:00,Country_02,Local_02,Mining,,,"Employee to perform painting of the floor of the fuel tank area, he needed cleaning, and by pouring water-thinner on the floor, the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip, causing redness and burning.",,,,,['Chemical substances'],[],[],[],[],[],I,II,NO,,v0.1,Male,Third Party,employee to perform painting of the floor of the fuel tank area he needed cleaning and by pouring waterthinner on the floor the bucket slipped out of his hand and the mixture projected onto his left shoulder and lower lip causing redness and burning,DUP_0181,1,False,2,,,,['Chemical substances'],,completed,"The incident involved a small chemical splash of a water-thinner mixture during floor cleaning. The reported consequence was limited to redness and burning of the shoulder and lower lip, with no indication of high-consequence exposure or a credible fatality mechanism.","While preparing to paint the fuel tank area, the employee poured water-thinner onto the floor for cleaning. The bucket slipped from his hand and the mixture splashed onto his left shoulder and lower lip, causing redness and burning.",Chemical exposure from the water-thinner mixture.,"Minor chemical irritation or burns. Based on the narrative, a SIF-level consequence is not reasonably evident.","Chemical-handling controls were inadequate or could be improved. The bucket slipped during manual handling, resulting in direct exposure. A suitable container, controlled pouring method, and appropriate chemical-resistant PPE would reduce the likelihood of splashes.",HIGH,annotator_01,2026-09-02T09:36:20.822758+00:00,The employee's left shoulder and lower lip were directly exposed to the mixture.,255.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000198,industrial_safety_analytics_database,incident,2016-08-02T00:00:00,Country_03,Local_10,Others,,,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",,,,,['Bees'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party,the mincing team was carrying out activities in the city of juína and was coordinated by mining technician felipe a time when the mining technician was last in line and more away from the team was bitten by a blackjack on the left side of his face there was no allergic manifestation and the team continued the work in the afternoon after lunch the employee sought medical care was medicated and released to continue activities the next day,DUP_0340,1,False,1,,,,['Bees'],,completed,"The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.","The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.",Biological/environmental hazard from an insect/bee-type organism.,"Minor injury, such as localized pain, swelling, or irritation. A severe allergic reaction is theoretically possible, but it is not supported by the reported event.","Environmental hazard identification and insect-control/awareness measures could be improved. However, the narrative does not indicate a significant barrier failure.",HIGH,annotator_01,2026-09-02T09:38:10.161671+00:00,The technician was directly exposed to the insect while working outdoors and was bitten on the face.,447.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000187,industrial_safety_analytics_database,incident,2016-07-15T00:00:00,Country_02,Local_05,Metals,,,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",,,,,['Chemical substances'],[],[],[],[],[],I,II,UNCERTAIN,,v0.1,Female,Employee,when handling a sample in the laboratory the sleeve of the employees coat had contact with nitric acid absorbing a small amount that came to reach the left forearm causing a 1st degree burn,DUP_0376,1,False,2,,,,['Chemical substances'],,completed,"Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.","the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn","Chemical energy — corrosive/oxidizing hazardous substance (nitric acid), a Class A hazard capable of severe tissue damage","Under marginally different conditions (higher concentration, larger volume, longer contact time before wash-off, contact with face/eyes, or delayed recognition since the acid soaked through fabric before reaching skin) this could result in severe chemical burns, permanent scarring, or greater bodily harm — meeting SIF severity criteria","Weak/failed barrier — the coat (likely standard lab coat, not chemical-resistant) did not prevent acid penetration to skin. No indication of an apron, acid-resistant sleeve guards, or immediate emergency shower/eyewash use is mentioned. This represents a failed or absent engineering/PPE control for the energy level involved",LOW,annotator_01,2026-09-03T08:34:09.438936+00:00,"Direct skin contact via clothing absorption; sleeve of PPE (coat) absorbed acid, which then reached the left forearm — indicates a control (PPE) was present but was breached or insufficient (permeable/absorbent fabric, no chemical-resistant sleeve or apron)",194.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000112,industrial_safety_analytics_database,incident,2016-04-26T00:00:00,Country_02,Local_05,Metals,,,The injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass.,,,,,['Cut'],[],[],[],[],[],I,II,NO,,v0.1,Female,Third Party,the injured woman performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass,DUP_0333,1,False,2,,,,['Cut'],,completed,"finger puncture from a glass fragment is a low-energy, localized mechanical hazard. While cuts can occasionally lead to complications (infection, tendon/nerve damage, or more serious lacerations), the mechanism described here (piercing while cleaning a sink) does not carry the same escalation potential as high-energy hazards (e.g., machinery, falls from height, chemical exposure, electrical). This is best classified as a minor injury / low-severity precursor rather than a genuine SIF-potential event.","""performed cleaning and when cleaning the sink of the collection room pierced the finger with a fragment of glass""","sharp object (glass fragment), low kinetic/contact energy","Under a worse-case variation (larger/deeper glass shard, damage to tendons, nerves, or blood vessels in the hand, or subsequent infection), this could escalate to a more serious hand injury; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism","Weak/absent — no indication of cut-resistant gloves being worn, no prior inspection/removal of glass hazards from the sink before cleaning, and no visual check of the work area for hidden sharps",HIGH,annotator_01,2026-09-03T08:37:05.283590+00:00,"Direct hand/finger contact with broken glass while cleaning by touch/feel inside a sink, without visual awareness of the hazard (glass fragment hidden from view)",131.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000250,industrial_safety_analytics_database,incident,2016-10-11T00:00:00,Country_02,Local_05,Metals,,,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,,,,,['Chemical substances'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,employee was doing cleaning near the area of the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip,DUP_0182,1,False,3,,,,['Chemical substances'],,completed,"Sulfuric acid is a highly corrosive substance capable of causing severe chemical burns, permanent scarring, and tissue destruction. The contact occurred on the upper lip, a location in close proximity to the eyes, mouth, and airway — a slightly different trajectory or larger volume could have resulted in eye contact (risk of permanent vision loss), mouth/airway exposure, or more extensive facial burns. The fact that this was described as only ""a drop"" is what kept the actual outcome minor; the potential consequence given the hazard energy and proximity to sensitive areas is high.","was hit by a drop of sulfuric acid on his upper lip"" while cleaning near the pneumatic conveyor","Chemical — highly corrosive strong acid (sulfuric acid), likely airborne/splashed from the conveyor system","Under a worse-case variation (larger volume, direct eye contact, inhalation of acid mist/fumes, or contact with mucous membranes of mouth/nose), this could result in permanent eye damage, severe facial burns/disfigurement, or respiratory injury — meeting SIF severity criteria","Weak/failed — no indication of face shield, goggles, or splash protection being worn during cleaning near the conveyor; also suggests inadequate containment or isolation of the acid source (e.g., no drip trays, sealed lines, or LOTO) during the cleaning task near an active/residual chemical line",HIGH,annotator_01,2026-09-03T08:40:30.532996+00:00,Direct facial skin contact (upper lip) via an uncontrolled release/splash/drip from process equipment during cleaning activity,130.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000346,industrial_safety_analytics_database,incident,2017-02-17T00:00:00,Country_01,Local_01,Mining,,,"Once the painting of the pumping pipe has been completed, the person involved involuntarily touches his face, with his hand (with gloves) full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously, until finally the paint on the face is cleaned, this friction generates the described injury.",,,,,['Chemical substances'],[],[],[],[],[],I,III,YES,,v0.1,Male,Employee,once the painting of the pumping pipe has been completed the person involved involuntarily touches his face with his hand with gloves full of paint and to clean himself he makes use of a dry industrial cloth and begins to rub his face for a period of time from 30 to 40 seconds continuously until finally the paint on the face is cleaned this friction generates the described injury,DUP_0278,1,False,3,,,,['Chemical substances'],,completed,"The actual injury mechanism here is friction/abrasion from prolonged rubbing with a dry industrial cloth, not the paint chemical itself. While paint exposure to skin/face is undesirable and the cleaning method used was poor practice, this event does not involve a high-energy hazard (no corrosive/toxic chemical injury, no eye contact mentioned, no respiratory exposure). The consequence — skin irritation/abrasion from friction — has low potential to escalate to serious injury or fatality, even under a worse-case variation of the same scenario.","with his hand...full of paint, and to clean himself he makes use of a dry industrial cloth and begins to rub his face, for a period of time from 30 to 40 seconds continuously...this friction generates the described injury""","Mechanical (friction/abrasion) — secondary to a chemical hazard (paint) that was mishandled; the injury-causing mechanism is friction from dry cloth on skin, not the chemical itself",": Localized skin abrasion, irritation, or redness from friction; if paint contained irritating/toxic solvents and contact had involved the eyes or mucous membranes instead of general facial skin, the potential consequence could have been more serious (chemical eye injury) — but as described, the realistic escalation potential remains low to moderate, not SIF-level","improper cleaning method used (dry friction instead of appropriate solvent/water-based cleaning or eyewash-type response for facial chemical contact); indicates gaps in training/procedure for skin decontamination after chemical (paint) contact, and glove use did not prevent hand-to-face transfer",MEDIUM,annotator_01,2026-09-03T08:42:54.803434+00:00,"Direct, prolonged (30–40 seconds) friction/rubbing contact between a dry industrial cloth and facial skin, following inadvertent hand-to-face contact with wet paint",391.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000190,industrial_safety_analytics_database,incident,2016-07-20T00:00:00,Country_02,Local_05,Metals,,,"The employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",,,,,['Chemical substances'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,the employee reports that he was draining ammonia used as a refrigerant into a container of water when splashes of the solution drained onto his face,DUP_0309,1,False,3,,,,['Chemical substances'],,completed,"Ammonia is a highly corrosive, toxic, and volatile chemical. As a refrigerant-grade substance, it is typically concentrated, and its reaction with water can be exothermic, generating heat and caustic splash. Facial exposure carries elevated risk of severe chemical burns, eye damage (including permanent vision loss), and respiratory injury from inhaling ammonia vapor/fumes released during the draining process. Even without a stated severe outcome, the combination of hazard energy (concentrated ammonia), exposure route (facial splash), and proximity to eyes/airway meets the threshold for SIF-potential classification.","""draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face""","corrosive/toxic substance (ammonia refrigerant), with potential exothermic reaction when combined with water, plus inhalation hazard from vapor release","Under a worse-case variation (higher ammonia concentration, larger splash volume, direct eye contact, or prolonged inhalation), this could result in permanent eye injury/blindness, severe chemical burns to the face, or respiratory tract damage — clearly meeting SIF severity criteria","Weak/failed — no indication of face shield, chemical splash goggles, or respiratory protection being used during the draining task; also suggests inadequate procedure/engineering controls (e.g., no closed-system transfer, no fume extraction, no controlled-rate draining) for handling a hazardous refrigerant chemical",HIGH,annotator_01,2026-09-03T08:44:56.909275+00:00,Direct facial splash contact with the ammonia-water solution during a manual draining/decanting task; likely concurrent inhalation exposure to ammonia fumes given proximity to the face,152.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000145,industrial_safety_analytics_database,incident,2016-06-02T00:00:00,Country_02,Local_05,Metals,,,"During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand",,,,,['Cut'],[],[],[],[],[],I,III,UNCERTAIN,,v0.1,Male,Employee,during the process of washing the material becker the tip of the material was broken which caused a cut of the 5th finger of the right hand,DUP_0151,1,False,3,,,,['Cut'],,completed,"This event involves breakage of laboratory glassware (a ""Becker,"" likely a Beaker) during a washing task, resulting in a cut to a single finger. This is a low-energy mechanical hazard — the breaking glass produces a sharp edge that caused localized, minor trauma. While cuts can occasionally escalate to tendon, nerve, or vascular damage, the mechanism and body part involved (single finger, 5th digit) do not indicate a realistic pathway to serious injury or fatality, even under a moderately worse-case variation of this scenario.","""During the process of washing the material (Becker), the tip of the material was broken which caused a cut of the 5th finger of the right hand""","harp/broken glass edge (low kinetic energy, contact-type hazard)","Under a worse-case variation (deeper cut, damage to tendon/nerve/blood vessel, or a larger glass fragment causing a more severe laceration), this could result in a more serious hand injury requiring surgical repair; however, life-threatening or permanently disabling outcomes are unlikely from this specific mechanism","Weak/absent — no indication that cut-resistant gloves were worn during the glassware washing task, and no mention of an inspection process to identify weakened/cracked glassware before handling",HIGH,annotator_01,2026-09-03T08:46:46.289953+00:00,"direct hand contact with glass labware during a manual washing task; the glassware broke while in-hand or in-contact, exposing the finger to the fractured edge",142.0,,v0.2_calibration,NO,adjudicated,False,True
