report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model,batch_id,active_learning_rank,selection_reason,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score
industrial_safety_000222,industrial_safety_analytics_database,incident,2016-09-06T00:00:00,Country_02,Local_02,Mining,,,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,the check list of the area of the survey the operator slipped in the foliage of the leucenas and fell,DUP_0288,1.0,False,2.0,,,,['Others'],,completed,"The incident was a slip and fall while walking through vegetation during an area inspection. The narrative does not identify significant stored, kinetic, electrical, thermal, or other high-energy exposure capable of causing a fatal or life-altering injury.","While performing the area's survey/checklist, the operator slipped in the foliage of leucenas and fell. No serious injury or high-energy hazard is described.",Same-level slip/fall hazard caused by vegetation/ground conditions.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the narrative, a SIF-level consequence is not reasonably evident.",Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,HIGH,annotator_01,2026-09-02T06:04:26.861504+00:00,The operator was walking through an area containing leucena foliage while conducting the inspection.,104.0,,pilot_02,NO,pilot,False,True,,,,,,,,,
industrial_safety_000232,industrial_safety_analytics_database,incident,2016-09-20T00:00:00,Country_02,Local_05,Metals,,,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",,,,,['Blocking and isolation of energies'],[],[],[],[],[],I,II,YES,,v0.1,Male,Third Party (Remote),the employee was performing maintenance of the blower when the residual water projection occurred on his face in an attempt to remove ppe the injured person has had contact with contaminated gloves with the right eye causing irritation,DUP_0320,1.0,False,2.0,,,,['Blocking and isolation of energies'],,completed,"The incident involved residual process water and contaminated PPE during blower maintenance. Although the reported outcome was eye irritation, the presence of residual energy/material and contaminated gloves created a credible potential for serious eye exposure or other life-altering injury.","During blower maintenance, residual water was projected onto the employee's face. While attempting to remove PPE, the employee's contaminated glove contacted the right eye, causing irritation.","Residual process energy/material and contaminated substances, including residual water and contaminants associated with the blower.","Fatality or life-altering injury is possible from a more hazardous residual substance or greater exposure, particularly severe eye injury or permanent vision impairment.","Energy isolation, draining/depressurization, decontamination, and PPE-removal controls were inadequate or ineffective. Residual material remained in the equipment, and contaminated gloves were able to contact the employee's eye during PPE removal.",HIGH,annotator_01,2026-09-02T09:35:09.168223+00:00,The employee's face and right eye were directly exposed to residual water and contaminated PPE.,239.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000259,industrial_safety_analytics_database,incident,2016-10-27T00:00:00,Country_01,Local_03,Mining,,,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",,,,,['Others'],[],[],[],[],[],I,IV,NO,,v0.1,Male,Employee,,DUP_0034,,,,,,,,,completed,"This event involves a fall from approximately 0.60 cm (60 cm / ~2 feet), which occurred while the operator was climbing on heavy equipment (a scooptram) to inspect a headlight, using the equipment's rim/tire as a foothold, and his leg slipped. While falls are a recognized SIF-category hazard in general, severity is strongly correlated with fall height, and a fall of roughly 0.6 meters is a low-height fall — generally below the threshold (commonly ~1.8–2m in industry SIF criteria) where a fall onto a level/flat surface is expected to produce life-threatening or permanently disabling injury. This is more consistent with a slip/fall precursor with real but bounded severity potential (sprain, fracture, bruising) rather than a genuine SIF-level event.","""his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm [meters]""",fall from a low height (~0.6 m) while climbing on/around mobile equipment (scooptram) using a non-designated foothold (tire rim),"Under this specific low fall height, the realistic outcome range includes sprains, strains, bruising, or at most a minor fracture from an awkward landing; a genuinely severe or fatal outcome is not a plausible escalation from this height alone unless a secondary hazard were present (e.g., falling onto exposed machinery parts, into a pinch point, or striking the head on a hard/sharp surface) — none of which is indicated in the narrative","no indication of proper access equipment (ladder, designated step/platform) being used for the inspection task; using the tire rim as a climbing point is an improvised, non-designed access method, indicating a gap in safe access procedures for equipment inspection/maintenance tasks",HIGH,annotator_01,2026-09-03T10:42:41.092873+00:00,Operator's foot/leg in contact with the equipment's rim while climbing to access the front headlight for inspection; direct exposure to a fall when the foothold slipped,,,active_learning_01,NO,,,,active_learning_batch_01,18.0,High combined uncertainty,0.5189075868341025,0.6931087337933235,0.6060081603137131,0.1742011469592209,0.7879836793725739,0.6367453666950895
industrial_safety_000272,industrial_safety_analytics_database,incident,2016-11-28T00:00:00,Country_01,Local_03,Mining,,,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",,,,,['Others'],[],[],[],[],[],I,I,YES,,v0.1,Male,Third Party,,DUP_0221,,,,,,,,,completed,"The incident involved a low-energy sharp-edge contact with an aluminum food container, resulting in a thumb injury. The described mechanism does not present a credible pathway to a serious or fatal injury.","While arranging washed food containers, the employee pricked/cut the right thumb on the corner of an aluminum container, causing a lesion.",Sharp edge / low-energy cutting or puncture hazard.,"Localized cut, puncture, or minor hand injury.",The employee was not wearing safety gloves at the time of the incident.,HIGH,annotator_01,2026-09-03T10:41:18.240774+00:00,Direct thumb contact with the sharp corner while handling the aluminum container.,,,active_learning_01,YES,,,,active_learning_batch_01,9.0,TF-IDF YES / Transformer NO disagreement,0.534118155239967,0.4054891874580427,0.4698036713490048,0.1286289677819242,0.9396073426980096,0.669969840548964
industrial_safety_000284,industrial_safety_analytics_database,incident,2016-12-12T00:00:00,Country_01,Local_04,Mining,,,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",,,,,['Others'],[],[],[],[],[],III,III,YES,,v0.1,Male,Employee,when performing the doosan rb10 equipment hammer repair the employee tries to remove the suspenders with the support of a 25pound rope at the moment of receiving the blow the brace or bolt causes a splinter to be released expelling and impacting on the lower left limb causing metal embedding in it the collaborator did not notice immediately,DUP_0390,1.0,False,3.0,,,,['Others'],,completed,"The repair involved striking/removing a mechanical component under tension or restraint. The impact caused a metal fragment to be projected into the worker's lower limb, demonstrating uncontrolled stored/mechanical energy and projectile potential. A similar release directed toward the head, eyes, or torso could cause life-altering or fatal injury.","During repair of the Doosan RB-10 hammer, the employee attempted to remove the suspenders using a 25-pound rope. When the component was struck, the brace/bolt released a metal splinter that was projected into the lower left limb, becoming embedded.",Stored mechanical energy and projectile energy from the brace/bolt during removal and impact.,"Fatality or life-altering injury, including penetrating trauma, severe laceration, eye injury, or potentially fatal injury if a metal fragment were projected toward a vital body area.","Line-of-fire, restraint, and controlled disassembly barriers were inadequate or ineffective. The component was struck while the worker remained exposed to potential projectile release. Appropriate restraint, controlled removal methods, exclusion zones, and suitable PPE should prevent personnel exposure.",HIGH,annotator_01,2026-09-02T06:08:38.115293+00:00,The employee was in close proximity to the component and in the potential line of fire while striking/removing it.,349.0,1.0,pilot_02,YES,adjudicated,False,True,,,,,,,,,
industrial_safety_000297,industrial_safety_analytics_database,incident,2016-12-30T00:00:00,Country_01,Local_04,Mining,,,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",,,,,['Others'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Third Party,at 1340 hours mr hidalgo wanting to climb on the starter board to remove the fans stands on an unstable reel and when driving fell frontally at a height of 298m,DUP_0025,1.0,False,5.0,,,,['Others'],,completed,"The worker climbed onto an unstable reel and fell from a height of 2.98 m. A fall from this height has credible potential for a serious or fatal injury, particularly from head, neck, or spinal impact.",The worker stood on an unstable reel while attempting to climb onto the starter board and fell frontally from 2.98 m.,Fall from height / gravitational energy.,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",Inadequate work-at-height controls and unstable access surface; the worker used an unstable reel instead of a safe access platform.,HIGH,annotator_01,2026-09-03T08:38:09.446929+00:00,Worker was directly exposed to a fall while standing on an unstable reel at approximately 3 m elevation.,169.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000298,industrial_safety_analytics_database,incident,2016-12-31T00:00:00,Country_01,Local_04,Mining,,,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",,,,,['Others'],[],[],[],[],[],III,IV,NO,,v0.1,Male,Third Party,,DUP_0098,,,,,,,,,completed,The incident involved a localized finger pinch while adjusting the equipment's light support. The described mechanism does not indicate sufficient energy or exposure to credibly result in a serious or fatal injury.,"While manipulating the lighthouse support, the operator caught his right fifth finger between the protection grid and the support.",Mechanical pinch/crush hazard with localized low-energy exposure.,"Finger bruise, laceration, sprain, or localized crush injury.",Pinch point remained accessible during manual adjustment of the light support.,HIGH,annotator_01,2026-09-03T10:42:13.595173+00:00,Right fifth finger directly exposed to the pinch point between the protection grid and light support.,,,active_learning_01,NO,,,,active_learning_batch_01,35.0,Near decision boundary,0.500727442049719,0.630303008388423,0.5655152252190709,0.129575566338704,0.8689695495618581,0.5933276268251133
industrial_safety_000321,industrial_safety_analytics_database,incident,2017-01-25T00:00:00,Country_01,Local_03,Mining,,,"During the process of loading drills in the Carmen pit of level 3450, the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills; At this moment, a stone slab of 1.4x0.7x0.2 m is detached from the front of the pit, which is tilted and lodged inside the basket, trapping the right leg of the collaborator.",,,,,['remains of choco'],[],[],[],[],[],V,VI,YES,,v0.1,Male,Third Party,during the process of loading drills in the carmen pit of level 3450 the operator positions the basket of the anfo loader 186 equipment at a height of 3m from the floor to carry out the loading of the production drills at this moment a stone slab of 14x07x02 m is detached from the front of the pit which is tilted and lodged inside the basket trapping the right leg of the collaborator,DUP_0150,1.0,False,6.0,6.0,5.0,395.0,['remains of choco'],high,completed,"A large rock slab detached from the pit face while an employee was positioned in the elevated ANFO loader basket. The falling/rolling ground could have caused fatal crushing or traumatic injury, particularly given the employee's proximity and entrapment.","A 1.4 × 0.7 × 0.2 m rock slab detached from the pit front, tilted, and lodged inside the basket, trapping the collaborator's right leg. The basket was approximately 3 m above the floor.","Uncontrolled ground/rockfall energy from loose or unstable rock in the pit face, combined with the elevated work position.","Fatality or life-altering injury from crushing, traumatic amputation, severe fractures, or a larger rockfall striking/engulfing the worker; a fall from the elevated basket could also result in serious injury.","Ground-control and exclusion controls were inadequate or ineffective. The worker and basket were positioned within the potential rockfall zone, and loose/unstable ground was not adequately identified, scaled, barricaded, or otherwise controlled before loading.",HIGH,annotator_01,2026-09-02T05:25:36.761347+00:00,The collaborator was inside the elevated basket directly beneath/in front of the unstable ground when the slab detached.,,,,YES,pilot,False,True,,,,,,,,,
industrial_safety_000323,industrial_safety_analytics_database,incident,2017-01-29T00:00:00,Country_01,Local_01,Mining,,,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.",,,,,['Vehicles and Mobile Equipment'],[],[],[],[],[],I,III,NO,,v0.1,Male,Third Party,,DUP_0209,,,,,,,,,completed,"This event involves the operator slipping off the second rung of a vehicle's access ladder/step (approximately 0.70 m from the ground) while dismounting a tipper truck, striking his forearm against the fender and the rung. While slips/falls from vehicle access points are a recognized hazard category, the fall height here (~0.70 m) is low, and the reported point of impact (forearm against fender/rung) suggests a controlled, partial fall rather than a free fall to the ground or a fall involving the head/torso. This is more consistent with a bounded, low-to-moderate severity precursor (bruising, forearm injury, possible fracture) than a genuine SIF-level event, similar in profile to industrial_safety_000259 (0.60 m equipment fall).","""he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung""",Gravitational — slip/fall from a low height (~0.70 m) while descending a vehicle's access ladder/steps,"Under this specific low fall height and impact point (forearm striking fender/rung), the realistic outcome range includes bruising, contusion, or a possible fracture of the forearm; a genuinely severe or fatal outcome is not a plausible escalation from this height and impact location alone, absent an unsupported assumption of head strike or fall onto a hazardous secondary surface","Weak/absent — no indication of the operator maintaining three-point contact while descending, or of anti-slip treads/adequate grip on the access rungs being confirmed; the operator's task context (rushed dismount due to observing equipment congestion ahead) may have contributed to a hurried, less careful descent",HIGH,annotator_01,2026-09-03T10:51:43.551534+00:00,Operator's foot/hand in contact with the vehicle's access rung while dismounting the cab; direct exposure to a fall and subsequent contact with the vehicle's fender and rung structure,,,active_learning_01,NO,,,,active_learning_batch_01,52.0,High combined uncertainty,0.5512215272334919,0.715997884329654,0.633609705781573,0.1647763570961621,0.7327805884368539,0.5462005481563141
industrial_safety_000331,industrial_safety_analytics_database,incident,2017-02-07T00:00:00,Country_01,Local_03,Mining,,,"In Level 2900 - OP 5 the worker performed the chuteo ore from the hopper to the second car, perceived a slip of water and mud through the hopper, decided to leave the platform and when he was already down the second rung of the ladder of access, the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee.",,,,,['remains of choco'],[],[],[],[],[],II,V,YES,,v0.1,Male,Employee,in level 2900  op 5 the worker performed the chuteo ore from the hopper to the second car perceived a slip of water and mud through the hopper decided to leave the platform and when he was already down the second rung of the ladder of access the water increases and a fragment of rock slides and hits the back of the worker causing it to fall and hit the right forearm and left knee,DUP_0220,1.0,False,5.0,,,,['remains of choco'],,completed,"The worker was exposed to a combination of falling rock, water/mud, and fall-from-height hazards while descending a ladder. The rock impact caused a fall, and a similar event could have resulted in a serious or fatal injury.","Water and mud increased through the hopper, a fragment of rock slid and hit the worker's back, causing him to fall and strike his right forearm and left knee.","Falling/sliding rock, water and mud, gravity/fall energy.","Serious struck-by injury, fall-related injury, fractures, head/spinal injury, or fatality.","The worker recognized the water/mud hazard and attempted to leave the platform, but the control was insufficient to prevent the rock from striking him.",HIGH,annotator_01,2026-09-03T08:33:52.003543+00:00,Worker was directly exposed while descending the access ladder/platform during ore chuteo.,387.0,,v0.2_calibration,YES,pilot,False,True,,,,,,,,,
industrial_safety_000337,industrial_safety_analytics_database,incident,2017-02-09T00:00:00,Country_01,Local_03,Mining,,,"the Spillway circumstances where the worker was cleaning, with the use of an absorbent cloth, oil residues from the right edge of the Atlas AXS-186 compressor, with the bonnet open and in functioning; the rag falls inside the ompressor and in the attempt to remove it, it is hooked on the fan's propeller, pulling the worker's left hand toward the propeller causing the injury.",,,,,['Power lock'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Third Party (Remote),the spillway circumstances where the worker was cleaning with the use of an absorbent cloth oil residues from the right edge of the atlas axs186 compressor with the bonnet open and in functioning the rag falls inside the ompressor and in the attempt to remove it it is hooked on the fans propeller pulling the workers left hand toward the propeller causing the injury,DUP_0351,1.0,False,5.0,5.0,4.0,377.0,['Power lock'],high,completed,"The worker was cleaning an operating compressor with the bonnet open and reached toward a rag that had fallen into the rotating fan. The rotating equipment had sufficient mechanical energy to pull the worker's hand into the fan, creating potential for amputation or fatal injury.","The compressor was functioning with the bonnet open. The absorbent cloth fell inside the compressor and became hooked on the fan propeller. When the worker attempted to retrieve it, the fan pulled the worker's left hand toward the rotating component, causing injury.",Mechanical/rotational energy from the compressor's operating fan/propeller.,"Fatality or life-altering injury, including severe laceration, crushing, traumatic amputation, or entanglement.","Machine guarding and energy-isolation controls were inadequate or bypassed. The compressor was operating with the bonnet open, allowing access to the rotating fan. The worker attempted intervention without first stopping and isolating the equipment.",HIGH,annotator_01,2026-09-02T05:27:00.674394+00:00,The worker's left hand was directly exposed to the rotating fan while attempting to retrieve the cloth.,,,,YES,pilot,False,True,,,,,,,,,
industrial_safety_000338,industrial_safety_analytics_database,incident,2017-02-08T00:00:00,Country_01,Local_06,Metals,,,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",,,,,['Manual Tools'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party (Remote),,DUP_0282,,,,,,,,,completed,"This event involves a hammer strike to a finger during routine carpentry work — a common, low-energy manual tool hazard. The confirmed diagnosis (contusion/bruise at the nail) represents the realistic and expected outcome of this mechanism. While hammer strikes can occasionally cause more serious outcomes (fracture, crush injury, nail bed damage requiring intervention), the localized nature of the impact (single finger, hand tool, self-inflicted during normal use) does not present a plausible pathway to life-threatening or permanently disabling injury, even under a moderately worse-case variation of this same task.","""the collaborator hit the second finger of the left hand with the hammer...causing a bruise at the height of the nail...final diagnosis being contusion on the finger""","Mechanical — impact from a hand-held striking tool (hammer), low-to-moderate kinetic energy, localized contact-type hazard","Under a worse-case variation (harder/more direct strike), this could result in a fingertip fracture, nail bed injury, or crush injury requiring more involved medical treatment; however, life-threatening or permanently disabling outcomes are not a realistic pathway from this specific low-energy, localized mechanism","Weak/absent — no indication of a tool/jig being used to hold the workpiece (to keep hands clear of the striking zone), and no mention of impact-resistant gloves; standard hand-tool safety practice (keeping the non-striking hand clear, using clamps/holders) does not appear to have been followed",HIGH,annotator_01,2026-09-03T10:56:00.384922+00:00,Direct hand contact — the left hand (holding/positioning the workpiece) was struck by the hammer being wielded by the right hand during a carpentry task,,,active_learning_01,NO,,,,active_learning_batch_01,12.0,TF-IDF YES / Transformer NO disagreement,0.5202428059819015,0.3768250251183923,0.4485339155501469,0.1434177808635092,0.8970678311002939,0.666688328438589
industrial_safety_000342,industrial_safety_analytics_database,incident,2017-02-14T00:00:00,Country_01,Local_03,Mining,,,"In the Nv. 3370, CX 212 - South, when the Mechanic loosens a through bolt of the intermediate cardan protector of the Dumper 01, the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder (Position 2) .",,,,,['Pressed'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Third Party,in the nv 3370 cx 212  south when the mechanic loosens a through bolt of the intermediate cardan protector of the dumper 01 the protector is released and imprisons the first finger of the left hand against the connector of the hydraulic steering cylinder position 2,DUP_0243,1.0,False,5.0,5.0,4.0,274.0,['Pressed'],high,completed,The mechanic's finger was caught between a released mechanical protector and a fixed hydraulic steering-cylinder connector. This represents a stored mechanical energy / pinch-point hazard with credible potential for severe crush injury or traumatic amputation.,"While loosening a through bolt on the intermediate cardan protector of Dumper 01, the protector released and trapped the first finger of the mechanic's left hand against the hydraulic steering-cylinder connector.","Stored mechanical energy and uncontrolled movement of the cardan protector, creating a crushing/pinch point.","Fatality or life-altering injury is possible, particularly severe crushing, fracture, loss of tissue, or traumatic amputation of the finger/hand.",Mechanical restraint/support and pinch-point controls were inadequate or ineffective. The protector was not adequately secured against unexpected movement/release before the retaining bolt was loosened.,HIGH,annotator_01,2026-09-02T05:28:14.137681+00:00,The mechanic's left hand/finger was positioned at the pinch point while loosening the retaining bolt.,,,,YES,pilot,False,True,,,,,,,,,
industrial_safety_000371,industrial_safety_analytics_database,incident,2017-03-18T00:00:00,Country_01,Local_03,Mining,,,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",,,,,['Power lock'],[],[],[],[],[],V,V,YES,,v0.1,Male,Third Party (Remote),during the activity of changing conveyor belt 11b feeding the primary mill no 2 the mechanic entered the discharge chute 075 x 075 x 080 m to clean the material at which time the automatic sampler 030 x 025 m that was inside the chute was activated trapping the mechanic at the height of the chest at the time of the accident the mechanic was alone in the work area,DUP_0117,1.0,False,5.0,5.0,5.0,381.0,['Power lock'],high,completed,"The mechanic entered a confined discharge chute while an automatic sampler remained capable of activation. Its unexpected movement trapped the worker at chest level, creating credible potential for fatal crushing, asphyxiation, or other life-altering injury.","During conveyor belt 11B replacement, the mechanic entered the 0.75 × 0.75 × 0.80 m discharge chute to clean material. The automatic sampler activated while he was inside, trapping him at chest height. He was alone in the work area.","Mechanical energy / unexpected movement from the automatically actuated sampler, with additional confined-space entrapment hazard.","Fatality or life-altering injury, including crushing of the chest, traumatic injury, restricted breathing/asphyxiation, or fatal entrapment.","Lockout/tagout and isolation controls were inadequate or ineffective. The automatic sampler was not adequately isolated and secured against unexpected activation before the mechanic entered the chute. The worker also entered a restricted space alone, increasing the severity potential.",HIGH,annotator_01,2026-09-02T05:29:28.004588+00:00,The mechanic was inside the discharge chute within the sampler's operating zone when it activated.,,,,YES,pilot,False,True,,,,,,,,,
industrial_safety_000373,industrial_safety_analytics_database,incident,2017-03-25T00:00:00,Country_01,Local_03,Mining,,,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",,,,,['Vehicles and Mobile Equipment'],[],[],[],[],[],II,V,YES,,v0.1,Male,Third Party,,DUP_0399,,,,,,,,,completed,"This is a serious loss-of-control event: a concrete mixer truck suffered an electrical/engine failure on a ramp (lights and engine cutting out, controls becoming unresponsive), causing the vehicle to begin uncontrolled reverse travel on an incline. The operator made the decision to jump from the moving cabin at 3 meters of travel — jumping from a moving vehicle is itself a high-risk action with real potential for serious fall/impact injury, independent of the vehicle's subsequent crash. The unmanned vehicle then continued for approximately 20 meters, struck the right gable, and rolled/turned onto its left side. This combines multiple high-energy mechanisms: (1) an uncontrolled heavy-vehicle runaway on a ramp, (2) an operator jumping from a moving vehicle, and (3) a resulting vehicle collision and rollover. The only reason this did not result in injury appears to be fortunate circumstances (no personnel/equipment in the path, and the operator's jump not resulting in an injury as described) rather than an effective engineered control.","""the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left""","Combined mechanical/gravitational — uncontrolled heavy vehicle (concrete mixer) runaway on a ramp due to sudden loss of engine/electrical control, operator jumping from a moving vehicle, and subsequent vehicle collision with a fixed structure resulting in rollover","Under a worse-case variation of this same event (operator jumping at higher speed or less favorable body position, landing on hard/uneven ground, being run over by the reversing vehicle, or personnel/other equipment being present in the runaway's path or at the point of collision/rollover), this could plausibly result in fatality or severe crush/impact trauma — this is a hazard category with an inherently high severity ceiling, and the described outcome (no injury, no personnel present) reflects a fortunate variation rather than an effective control","Failed — the vehicle's engine/electrical/control system failed unexpectedly, and there is no indication of a functioning parking brake, runaway-vehicle arrestor, or fail-safe braking system that should have prevented an uncontrolled reverse roll on a ramp; the absence of personnel/equipment in the runaway path was circumstantial, not the result of an engineered exclusion zone or traffic control measure",HIGH,annotator_01,2026-09-03T10:47:02.452844+00:00,"Operator physically present in the cabin during the loss of control and reversing runaway, then exposed to fall/impact risk while jumping from the moving vehicle; broader area (ramp/roadway) exposed to an unmanned, uncontrolled 20-meter runaway that ended in collision and rollover — the narrative notes no personnel/equipment were in that path on this occasion",,,active_learning_01,YES,,,,active_learning_batch_01,48.0,High combined uncertainty,0.5541046369943758,0.7271510195543608,0.6406278282743683,0.1730463825599849,0.7187443434512635,0.5553407249279687
industrial_safety_000374,industrial_safety_analytics_database,incident,2017-03-25T00:00:00,Country_03,Local_10,Others,,,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",,,,,['Others'],[],[],[],[],[],I,I,NO,,v0.1,Male,Employee,,DUP_0353,,,,,,,,,completed,"The event involved stepping on a thorn, followed by a loss of balance. The narrative does not indicate a significant fall height, high-energy hazard, or credible mechanism for a serious or fatal injury.","The technician stepped on a thorn, immediately retreated, lost balance, and broke the magnetometer antenna.",Sharp thorn / low-energy puncture hazard and same-level loss of balance.,Minor puncture injury or same-level fall injury.,No specific failed critical safety barrier is described. The worker's reaction to the thorn caused the subsequent loss of balance.,HIGH,annotator_01,2026-09-03T10:54:16.394210+00:00,Technician's foot was directly exposed to the thorn while performing the survey.,,,active_learning_01,NO,,,,active_learning_batch_01,5.0,TF-IDF NO / Transformer YES disagreement,0.4560749325488916,0.5984509189026516,0.5272629257257716,0.1423759863537599,0.9454741485484568,0.7180239635087784
industrial_safety_000383,industrial_safety_analytics_database,incident,2017-04-08T00:00:00,Country_03,Local_10,Others,,,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",,,,,['Venomous Animals'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party,,DUP_0130,,,,,,,,,completed,"The reported event was a single wasp sting with only mild, localized swelling. There is no indication in the narrative of a severe allergic reaction, systemic symptoms, or another credible fatal mechanism.",The worker was bitten/stung by a wasp on the back of his right hand. The technician assessed the injury as mild and localized swelling; the worker reported no pain and continued the activity.,Venomous insect / biological toxin.,"Localized swelling and minor injury. A severe allergic reaction is theoretically possible, but is not evidenced in this event.",Required PPE was being used at the time of the incident. No specific failed critical barrier is described.,HIGH,annotator_01,2026-09-03T10:38:24.917344+00:00,Direct exposure to a wasp while performing soil sampling and opening the area with a machete.,,,active_learning_01,NO,,,,active_learning_batch_01,11.0,TF-IDF YES / Transformer NO disagreement,0.5343321973722784,0.406207273152982,0.4702697352626303,0.1281249242192964,0.9405394705252604,0.6694990179384523
