report_id,source,report_type,timestamp,site,location,department,activity,asset,description,unsafe_act,unsafe_condition,near_miss,hi_po,hazards,exposure,potential_consequences,barriers,barrier_status,life_saving_rules,actual_outcome,potential_accident_level,sif_potential,annotation_confidence,annotation_version,source_gender,source_actor_type,normalized_description,duplicate_group_id,duplicate_group_size,is_duplicate,potential_level_numeric,potential_numeric,actual_numeric,description_length,risk,selection_band,annotation_status,sif_reason,evidence_text,hazard_notes,consequence_notes,barrier_notes,annotator_confidence,annotator_id,annotated_at_utc,exposure_notes,text_length,length_distance,annotation_round,final_sif_potential,label_source,is_uncertain,usable_for_binary_sif_model
industrial_safety_000140,industrial_safety_analytics_database,incident,2016-05-27T00:00:00,Country_02,Local_02,Mining,,,"When checking voltage at the power outlet of the the plug and socket to make sure the connection was correct, when there was a small electrical arc in the power cord, causing a slight burn in the right hand wrist. The protection system acted immediately.",,,,,['Others'],[],[],[],[],[],I,V,YES,,v0.1,Male,Employee,when checking voltage at the power outlet of the the plug and socket to make sure the connection was correct when there was a small electrical arc in the power cord causing a slight burn in the right hand wrist the protection system acted immediately,DUP_0370,1,False,5,,,,['Others'],,completed,"The worker was exposed to energized electrical equipment, and an electrical arc occurred. Although the actual injury was minor, electrical shock or arc-flash exposure could potentially have resulted in a serious or fatal injury.","A small electrical arc occurred in the power cord while checking voltage, causing a burn to the right wrist. The protection system acted immediately.",Electrical energy / arc-flash energy,"Severe burn, electric shock, electrocution, or fatality.","Protection system acted immediately, preventing escalation. However, the worker remained exposed to energized electrical equipment during the task.",HIGH,annotator_01,2026-09-03T08:31:54.118186+00:00,Worker directly exposed to energized plug/socket and power cord while checking voltage.,254.0,,v0.2_calibration,YES,adjudicated,False,True
industrial_safety_000166,industrial_safety_analytics_database,incident,2016-06-17T00:00:00,Country_02,Local_08,Metals,,,"At approximately 5:45 pm, the operator Paulo (operator of the filters) informed the autoclave operator via radio of a leak on the side of the scruber. The autoclave III feed was stopped by the control and officials Georli and Renato initiated the procedures for closing the autoclave transfer valve for flash TQs. Soon after, there was a break in the chicken, projecting pulp hot and reaching three employees who were inside the room near the equipment.",,,,,['Not applicable'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Employee,at approximately 545 pm the operator paulo operator of the filters informed the autoclave operator via radio of a leak on the side of the scruber the autoclave iii feed was stopped by the control and officials georli and renato initiated the procedures for closing the autoclave transfer valve for flash tqs soon after there was a break in the chicken projecting pulp hot and reaching three employees who were inside the room near the equipment,DUP_0037,1,False,5,5.0,4.0,453.0,['Not applicable'],high,completed,"The uncontrolled release of hot pulp under pressure from the autoclave/transfer system exposed multiple employees to a high-energy process upset. Contact with hot material could cause severe or fatal burns, and the sudden rupture/release could also cause serious impact or engulfment injuries.","A leak was reported near the scrubber, the autoclave III feed was stopped, and employees began closing the autoclave transfer valve. Shortly afterward, a break occurred, projecting hot pulp and reaching three employees inside the room.",Thermal energy and process pressure associated with hot pulp in the autoclave/transfer system.,"Fatality or life-altering injury, particularly severe thermal burns/scalding, potentially accompanied by impact injuries from the sudden process release.","Process isolation and containment barriers failed or were insufficient. Although the feed was stopped and personnel initiated transfer-valve closure, the system subsequently ruptured/released hot pulp while employees remained in the exposure area. Effective isolation, pressure control/depressurization, leak-response procedures, exclusion zones, and remote operation should prevent personnel exposure to the release.",HIGH,annotator_01,2026-09-02T05:24:27.081517+00:00,Three employees were inside the room near the equipment when the rupture/release occurred and were directly reached by hot pulp.,,,,YES,pilot,False,True
industrial_safety_000187,industrial_safety_analytics_database,incident,2016-07-15T00:00:00,Country_02,Local_05,Metals,,,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",,,,,['Chemical substances'],[],[],[],[],[],I,II,UNCERTAIN,,v0.1,Female,Employee,when handling a sample in the laboratory the sleeve of the employees coat had contact with nitric acid absorbing a small amount that came to reach the left forearm causing a 1st degree burn,DUP_0376,1,False,2,,,,['Chemical substances'],,completed,"Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.Nitric acid is a strong oxidizing acid capable of causing severe chemical burns, deep tissue damage, and — with sufficient concentration, volume, or duration of contact (e.g., larger splash, contact with eyes, inhalation of fumes, or delayed detection due to it soaking through clothing) — permanent injury or life-threatening harm. The fact that the coat sleeve absorbed the acid and delayed skin contact suggests the employee may not have noticed immediately, which increases the exposure duration risk in a worse-case version of this same event.","the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn","Chemical energy — corrosive/oxidizing hazardous substance (nitric acid), a Class A hazard capable of severe tissue damage","Under marginally different conditions (higher concentration, larger volume, longer contact time before wash-off, contact with face/eyes, or delayed recognition since the acid soaked through fabric before reaching skin) this could result in severe chemical burns, permanent scarring, or greater bodily harm — meeting SIF severity criteria","Weak/failed barrier — the coat (likely standard lab coat, not chemical-resistant) did not prevent acid penetration to skin. No indication of an apron, acid-resistant sleeve guards, or immediate emergency shower/eyewash use is mentioned. This represents a failed or absent engineering/PPE control for the energy level involved",LOW,annotator_01,2026-09-03T08:34:09.438936+00:00,"Direct skin contact via clothing absorption; sleeve of PPE (coat) absorbed acid, which then reached the left forearm — indicates a control (PPE) was present but was breached or insufficient (permeable/absorbent fabric, no chemical-resistant sleeve or apron)",194.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000198,industrial_safety_analytics_database,incident,2016-08-02T00:00:00,Country_03,Local_10,Others,,,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",,,,,['Bees'],[],[],[],[],[],I,I,NO,,v0.1,Male,Third Party,the mincing team was carrying out activities in the city of juína and was coordinated by mining technician felipe a time when the mining technician was last in line and more away from the team was bitten by a blackjack on the left side of his face there was no allergic manifestation and the team continued the work in the afternoon after lunch the employee sought medical care was medicated and released to continue activities the next day,DUP_0340,1,False,1,,,,['Bees'],,completed,"The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.","The reported event was a single insect bite/sting to the face, with no allergic reaction or serious consequence. Although insect stings can rarely cause severe reactions, the narrative provides no evidence of significant exposure or a credible high-consequence mechanism in this case.",Biological/environmental hazard from an insect/bee-type organism.,"Minor injury, such as localized pain, swelling, or irritation. A severe allergic reaction is theoretically possible, but it is not supported by the reported event.","Environmental hazard identification and insect-control/awareness measures could be improved. However, the narrative does not indicate a significant barrier failure.",HIGH,annotator_01,2026-09-02T09:38:10.161671+00:00,The technician was directly exposed to the insect while working outdoors and was bitten on the face.,447.0,,v0.2_calibration,NO,pilot,False,True
industrial_safety_000222,industrial_safety_analytics_database,incident,2016-09-06T00:00:00,Country_02,Local_02,Mining,,,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Male,Employee,the check list of the area of the survey the operator slipped in the foliage of the leucenas and fell,DUP_0288,1,False,2,,,,['Others'],,completed,"The incident was a slip and fall while walking through vegetation during an area inspection. The narrative does not identify significant stored, kinetic, electrical, thermal, or other high-energy exposure capable of causing a fatal or life-altering injury.","While performing the area's survey/checklist, the operator slipped in the foliage of leucenas and fell. No serious injury or high-energy hazard is described.",Same-level slip/fall hazard caused by vegetation/ground conditions.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the narrative, a SIF-level consequence is not reasonably evident.",Walking-surface/vegetation management and housekeeping controls could be improved to maintain a clear and safe inspection route.,HIGH,annotator_01,2026-09-02T06:04:26.861504+00:00,The operator was walking through an area containing leucena foliage while conducting the inspection.,104.0,,pilot_02,NO,pilot,False,True
industrial_safety_000250,industrial_safety_analytics_database,incident,2016-10-11T00:00:00,Country_02,Local_05,Metals,,,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,,,,,['Chemical substances'],[],[],[],[],[],I,III,NO,,v0.1,Male,Employee,employee was doing cleaning near the area of the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip,DUP_0182,1,False,3,,,,['Chemical substances'],,completed,"Sulfuric acid is a highly corrosive substance capable of causing severe chemical burns, permanent scarring, and tissue destruction. The contact occurred on the upper lip, a location in close proximity to the eyes, mouth, and airway — a slightly different trajectory or larger volume could have resulted in eye contact (risk of permanent vision loss), mouth/airway exposure, or more extensive facial burns. The fact that this was described as only ""a drop"" is what kept the actual outcome minor; the potential consequence given the hazard energy and proximity to sensitive areas is high.","was hit by a drop of sulfuric acid on his upper lip"" while cleaning near the pneumatic conveyor","Chemical — highly corrosive strong acid (sulfuric acid), likely airborne/splashed from the conveyor system","Under a worse-case variation (larger volume, direct eye contact, inhalation of acid mist/fumes, or contact with mucous membranes of mouth/nose), this could result in permanent eye damage, severe facial burns/disfigurement, or respiratory injury — meeting SIF severity criteria","Weak/failed — no indication of face shield, goggles, or splash protection being worn during cleaning near the conveyor; also suggests inadequate containment or isolation of the acid source (e.g., no drip trays, sealed lines, or LOTO) during the cleaning task near an active/residual chemical line",HIGH,annotator_01,2026-09-03T08:40:30.532996+00:00,Direct facial skin contact (upper lip) via an uncontrolled release/splash/drip from process equipment during cleaning activity,130.0,,v0.2_calibration,NO,adjudicated,False,True
industrial_safety_000284,industrial_safety_analytics_database,incident,2016-12-12T00:00:00,Country_01,Local_04,Mining,,,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.",,,,,['Others'],[],[],[],[],[],III,III,YES,,v0.1,Male,Employee,when performing the doosan rb10 equipment hammer repair the employee tries to remove the suspenders with the support of a 25pound rope at the moment of receiving the blow the brace or bolt causes a splinter to be released expelling and impacting on the lower left limb causing metal embedding in it the collaborator did not notice immediately,DUP_0390,1,False,3,,,,['Others'],,completed,"The repair involved striking/removing a mechanical component under tension or restraint. The impact caused a metal fragment to be projected into the worker's lower limb, demonstrating uncontrolled stored/mechanical energy and projectile potential. A similar release directed toward the head, eyes, or torso could cause life-altering or fatal injury.","During repair of the Doosan RB-10 hammer, the employee attempted to remove the suspenders using a 25-pound rope. When the component was struck, the brace/bolt released a metal splinter that was projected into the lower left limb, becoming embedded.",Stored mechanical energy and projectile energy from the brace/bolt during removal and impact.,"Fatality or life-altering injury, including penetrating trauma, severe laceration, eye injury, or potentially fatal injury if a metal fragment were projected toward a vital body area.","Line-of-fire, restraint, and controlled disassembly barriers were inadequate or ineffective. The component was struck while the worker remained exposed to potential projectile release. Appropriate restraint, controlled removal methods, exclusion zones, and suitable PPE should prevent personnel exposure.",HIGH,annotator_01,2026-09-02T06:08:38.115293+00:00,The employee was in close proximity to the component and in the potential line of fire while striking/removing it.,349.0,1.0,pilot_02,YES,adjudicated,False,True
industrial_safety_000289,industrial_safety_analytics_database,incident,2016-12-16T00:00:00,Country_02,Local_08,Metals,,,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",,,,,['Others'],[],[],[],[],[],I,II,NO,,v0.1,Female,Third Party,the maid while walking in the electrolysis area stumbled and fell next to the bathroom in room b,DUP_0338,1,False,2,,,,['Others'],,completed,The event was a same-level slip/trip and fall while walking. The narrative does not indicate exposure to high-energy hazards or a credible mechanism for a fatal or life-altering injury.,"The worker stumbled and fell while walking in the electrolysis area, next to the bathroom in room B. No high-energy event or serious injury mechanism is described.",Same-level fall / walking-surface hazard.,"Minor to moderate injury, such as bruises, sprains, or fractures. Based on the information provided, SIF-level injury is not reasonably evident.","Housekeeping, walking-surface, and pedestrian safety controls may have been inadequate, but there is insufficient evidence of a failed high-consequence barrier.",HIGH,annotator_01,2026-09-02T06:03:12.559052+00:00,The worker was walking through the electrolysis area and stumbled near the bathroom.,98.0,,pilot_02,NO,pilot,False,True
industrial_safety_000297,industrial_safety_analytics_database,incident,2016-12-30T00:00:00,Country_01,Local_04,Mining,,,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",,,,,['Others'],[],[],[],[],[],IV,V,YES,,v0.1,Male,Third Party,at 1340 hours mr hidalgo wanting to climb on the starter board to remove the fans stands on an unstable reel and when driving fell frontally at a height of 298m,DUP_0025,1,False,5,,,,['Others'],,completed,"The worker climbed onto an unstable reel and fell from a height of 2.98 m. A fall from this height has credible potential for a serious or fatal injury, particularly from head, neck, or spinal impact.",The worker stood on an unstable reel while attempting to climb onto the starter board and fell frontally from 2.98 m.,Fall from height / gravitational energy.,"Severe head injury, spinal injury, fractures, permanent disability, or fatality.",Inadequate work-at-height controls and unstable access surface; the worker used an unstable reel instead of a safe access platform.,HIGH,annotator_01,2026-09-03T08:38:09.446929+00:00,Worker was directly exposed to a fall while standing on an unstable reel at approximately 3 m elevation.,169.0,,v0.2_calibration,YES,pilot,False,True
industrial_safety_000312,industrial_safety_analytics_database,incident,2017-01-17T00:00:00,Country_02,Local_08,Metals,,,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",,,,,['Liquid Metal'],[],[],[],[],[],I,IV,YES,,v0.1,Male,Employee,upon approaching the furnace that was in the process of melting the zn ingot it was struck by liquid metal projection,DUP_0361,1,False,4,,,,['Liquid Metal'],,completed,"The worker was exposed to molten/liquid metal during furnace operation. A projection of liquid zinc can cause severe thermal burns, eye injury, or potentially fatal injury depending on the quantity and exposure area.","While approaching the furnace during Zn ingot melting, the worker was struck by a projection of liquid metal.",Molten/liquid metal and extreme thermal energy.,"Severe or extensive thermal burns, eye injury, permanent disability, or fatality.",Insufficient protection/separation from the molten-metal projection zone while approaching the operating furnace.,HIGH,annotator_01,2026-09-03T08:39:58.524492+00:00,Direct exposure to liquid-metal projection while approaching an operating furnace.,119.0,,v0.2_calibration,YES,pilot,False,True
