report_id,description,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score,selection_reason,active_learning_rank
industrial_safety_000426,"In circumstance, the AHK-903 license plate (Empresa which serves the supervision of CMA, carried out the field inspections in the upper bank 4288, when unexpectedly when climbing through the operational access (positive ramp), It slides in an excavated area of ​​approximately 3 meters high, remaining in position with the front part on the floor. The occupants of the vehicle made use of the safety belt and all the complete epps.",0.5320798365139081,0.7280927538660311,0.6300862951899696,0.196012917352123,0.7398274096200608,0.6483191087117002,High combined uncertainty,16
industrial_safety_000292,"Employee reports that he performed soldering activity when he was hit in the eye region by dust that was found in the thermal insulation, causing irritation.",0.532355920913955,0.4131790747025519,0.47276749780825345,0.11917684621140312,0.9455349956165069,0.6481397809142744,TF-IDF YES / Transformer NO disagreement,17
industrial_safety_000259,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",0.5189075868341025,0.6931087337933235,0.6060081603137131,0.17420114695922095,0.7879836793725739,0.6367453666950895,High combined uncertainty,18
industrial_safety_000300,"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",0.5511413213635649,0.4550118769687046,0.5030765991661348,0.09612944439486026,0.9938468016677304,0.6330152660093834,TF-IDF YES / Transformer NO disagreement,19
industrial_safety_000072,"The employee, when performing the adjustment / tightening operation of the cutter blade with which he worked, was neglected, the key to slip, causing the blade of the equipment to hit him, causing a blunt cut on his right forearm.",0.51465294862921,0.38433524020632276,0.44949409441776633,0.1303177084228872,0.8989881888355327,0.6293487049127783,TF-IDF YES / Transformer NO disagreement,20
industrial_safety_000380,"The industrial cleaning worker Cristian was performing the cleaning activity of the gutter, striking with a walls of the same, to remove the solid solution that is formed. In that At the moment the operator's hands slide and impact on the edge of the gutter, causing a blow on the little finger of the left hand.",0.5455959240050631,0.4532914007480359,0.49944366237654947,0.09230452325702715,0.9988873247530989,0.6271545898625797,TF-IDF YES / Transformer NO disagreement,21
industrial_safety_000428,"On the surface, Comedor the worker of the company C & C made the cut of lemon at that time imprisoned the knife generating a movement and impacting on the first finger of the left hand causing a slight cut.",0.5272423506968954,0.4135690051831065,0.470405677940001,0.11367334551378888,0.940811355880002,0.6262289725908303,TF-IDF YES / Transformer NO disagreement,22
industrial_safety_000415,"At Level 2930 in the guide wire chamber, during the preparation activity of mix for the shocrete the worker performs the emptying of a bag of cement towards a bucket to complete the dosage, at that moment the dust generated by the cement enters by the lower part of the lenses to the left eye causing irritation.",0.5913911418813986,0.47528546357193724,0.5333383027266679,0.11610567830946139,0.9333233945466641,0.6251361871430914,TF-IDF YES / Transformer NO disagreement,23
industrial_safety_000313,"During routine slimming activity of the kiln 8 of the battery 1. The employee began to remove the waste inside the crucible with the aid of a skimmer, felt pain in the left shoulder.",0.5597188193384385,0.46211460988004965,0.510916714609244,0.09760420945838882,0.9781665707815119,0.61981544943497,TF-IDF YES / Transformer NO disagreement,24
industrial_safety_000417,"In circumstances that the worker prepared food in the electric pot, by not ensuring the lid falls on his head causing the injury described.",0.5339126566220459,0.43615621169671653,0.4850344341593812,0.09775644492532937,0.9700688683187624,0.6111612487058433,TF-IDF YES / Transformer NO disagreement,25
industrial_safety_000115,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",0.4919236811244507,0.6197428527523332,0.555833266938392,0.12781917162788253,0.8883334661232161,0.609823899991914,TF-IDF NO / Transformer YES disagreement,26
industrial_safety_000349,"During the transport of pieces of wood with the aid of a wheelbarrow, the employee felt a prick in the right leg, at that moment stopped the activity, removed the leggings and when shaking the pants noticed that it was a small scorpion.",0.5763654564810011,0.4731207514484736,0.5247431039647373,0.10324470503252753,0.9505137920705253,0.6057025833483012,TF-IDF YES / Transformer NO disagreement,27
industrial_safety_000334,"During the activity for packaging the cylindrical piece on the easel, the employee carried the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",0.5328086108859101,0.43818204087317586,0.485495325879543,0.09462657001273428,0.970990651759086,0.6027610819542446,TF-IDF YES / Transformer NO disagreement,28
industrial_safety_000120,"When performing geological mapping activity, it was necessary to hammer a rock for analysis, at the moment when the clerk held it, a pointed fragment slipped on the third quirodactyl of the right hand causing a superficial cut.",0.5443202943538555,0.45942813341534167,0.5018742138845986,0.08489216093851387,0.9962515722308027,0.6018376968698179,TF-IDF YES / Transformer NO disagreement,29
industrial_safety_000320,"On 01/24/2017, at 12:25 a.m., during the activity of collecting soil, the collaborator Milton ran into a branch and was attacked by maribondos. He was bitten twice in the head. No pain, swelling and no allergic symptoms continued with their activities.",0.5249060043251035,0.42274793195686383,0.4738269681409837,0.10215807236823965,0.9476539362819674,0.5992075348031277,TF-IDF YES / Transformer NO disagreement,30
industrial_safety_000066,"By manually moving a steel cabinet for disposal with the help of another employee, the operator had his finger pressed down between the wall and the cabinet causing injury.",0.5318174797220948,0.4379935488595609,0.48490551429082784,0.09382393086253393,0.9698110285816557,0.5990133138323578,TF-IDF YES / Transformer NO disagreement,31
industrial_safety_000214,"At 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. Immediately he was referred to the medical service.",0.548934577384334,0.4625320911195795,0.5057333342519568,0.08640248626475455,0.9885333314960865,0.5977056118206703,TF-IDF YES / Transformer NO disagreement,32
industrial_safety_000420,"In circumstances that the driver of the plate truck W5K-915 of the E.E. IMPROMEC, went from the garit plant chicrin to Nv.3420, after entering an internal mine in the area of ​​Santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. The collaborator at the time of the event used their corresponding EPPS.",0.5171260941851413,0.6681192707093411,0.5926226824472411,0.15099317652419975,0.8147546351055177,0.5968943910589661,High combined uncertainty,33
industrial_safety_000406,"The employee, as he passed the corner of the front door for not seeing the virdro, had a slight swelling in the frontal region due to the closing of the glass door.",0.5356077638207959,0.44925097309765555,0.4924293684592257,0.08635679072314034,0.9848587369184514,0.5934323986640121,TF-IDF YES / Transformer NO disagreement,34
industrial_safety_000298,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",0.500727442049719,0.630303008388423,0.5655152252190709,0.12957556633870404,0.8689695495618581,0.5933276268251133,Near decision boundary,35
industrial_safety_000024,"An operator of the G-2142 deslaminadora in section 75 was unlocking a sheet of zinc stuck so that it can enter the slide of the stacking table, for this requires the support of Mr. Mollares and this helps to hold the sheet to place it in the entry chute to the slide. At the moment of releasing the blade, it tilted and brushed Mr. Mollares's left leg. The collaborator went to the nearby eyewash for cleaning and immediately to the medical center.",0.5726085902661852,0.4745724496339823,0.5235905199500838,0.09803614063220284,0.9528189600998325,0.5925913932596382,TF-IDF YES / Transformer NO disagreement,36
industrial_safety_000006,"The collaborator reports that he was on street 09 holding in his left hand the volumetric balloon, when he slipped and when placing his hand on the ground the volumetric balloon ended up breaking caused a small wound in his left hand.",0.4571544360450266,0.5389965464144963,0.49807549122976147,0.08184211036946976,0.9961509824595229,0.5925276360645507,TF-IDF NO / Transformer YES disagreement,37
industrial_safety_000233,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",0.5409499353811247,0.4622375186772119,0.5015937270291683,0.07871241670391277,0.9968125459416635,0.5838351615921974,TF-IDF YES / Transformer NO disagreement,38
industrial_safety_000178,"At level 3490 gallery 447, after performing the manual unlocking on load, the worker prepares to cut the sacrificial mesh that was exposed after the previous turn shot, placing himself under it with a 12-inch shear, when cutting the fifth suddenly strained wire of the mesh returns to his face casionándole the injury described. During the activity the worker used his safety glasses.",0.5253234688529171,0.43408648543831485,0.479704977145616,0.09123698341460229,0.959409954291232,0.5795073817143924,TF-IDF YES / Transformer NO disagreement,39
industrial_safety_000130,"After completing the welding work on the backhoe bucket made for 4 hours, during which he used glass moon # 10, the welder feels a slight discomfort in the eyes, so he is transferred to the medical service for evaluation . During the accident the welder used facial mask for welding.",0.5371399504270057,0.461624265003341,0.49938210771517333,0.07551568542366466,0.9987642154303467,0.5763924464202416,TF-IDF YES / Transformer NO disagreement,40
industrial_safety_000379,"On 04/04/2017, around 13: 30hs, during the current sediment activity the collaborator Warley took a bee sting in the neck, the same was using the screen, but the bee entered the bottom of the screen . After the sting the team decided to leave the workplace due to the presence of other bees. The collaborator had no reaction and continued to work normally.",0.5406453991734773,0.4643621939221767,0.502503796547827,0.07628320525130061,0.9949924069043461,0.5744619262609859,TF-IDF YES / Transformer NO disagreement,41
industrial_safety_000011,"While preparing the rice for the lunch of the day, when moving the pot # 60 - 35 Kg of weight including the contents - to evacuate the residual water of the cooking of the rice, when positioning the pot on a jaba it tilts backwards spilling some 200 ml of hot water on the cook's leg. The cook immediately after the event applies first aid, pouring cold water on the area of ​​the injury and go to the medical post for evaluation.",0.5221960259670888,0.4347024815946614,0.4784492537808751,0.0874935443724274,0.9568985075617502,0.5653933344803107,TF-IDF YES / Transformer NO disagreement,42
industrial_safety_000118,"When carrying out the maneuver to increase the HQ pipe line, the driller Wilder indicates the assistant Gilton introduce the inner pipe to the drill, the assistant introduces the inner pipe and places his hand in the box of the pipe, while the driller Without noticing, he moves the pipe over the assistant's hand and opens the chuck of the rotation unit, dropping the pipe, imprisoning the injured person's right hand causing the injury.",0.4771162294709066,0.5632901649662583,0.5202031972185824,0.08617393549535168,0.9595936055628351,0.5644473923690135,TF-IDF NO / Transformer YES disagreement,43
industrial_safety_000005,"During the unloading operation of the ustulado Bag there was a need to unclog the discharge mouth of the silo truck. In performing this procedure, there was a maneuver of unhooking the hose without the total depressurisation of the mouth, projecting ustulado powder in the collaborator caused irritation in the eyes.",0.5573937134375184,0.4749673295918534,0.516180521514686,0.08242638384566503,0.9676389569706281,0.5622016743467373,TF-IDF YES / Transformer NO disagreement,44
industrial_safety_000437,"The Employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.",0.49850892498650146,0.38547711906658694,0.4419930220265442,0.11303180591991452,0.8839860440530884,0.5603427354118679,Near decision boundary,45
industrial_safety_000438,"At 10:00 a.m., when the assistant cleaned the floor of module ""E"" in the central camp, she slipped back and immediately grabbed the laundry table to avoid falling to the floor; suffering the described injury.",0.5178456556242875,0.42919021423026965,0.47351793492727856,0.08865544139401788,0.9470358698545571,0.5577973025876607,TF-IDF YES / Transformer NO disagreement,46
industrial_safety_000137,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",0.5327563431392324,0.4627006818026139,0.49772851247092315,0.07005566133661845,0.9954570249418463,0.5562068203306139,TF-IDF YES / Transformer NO disagreement,47
industrial_safety_000373,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",0.5541046369943758,0.7271510195543608,0.6406278282743683,0.17304638255998495,0.7187443434512635,0.5553407249279687,High combined uncertainty,48
industrial_safety_000200,"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board.",0.5105819757824201,0.4162997695448262,0.4634408726636232,0.09428220623759392,0.9268817453272464,0.55208209717208,TF-IDF YES / Transformer NO disagreement,49
industrial_safety_000362,"Being 5:40 pm approx. when the collaborator Mr. Duval (sampler), was preparing to change and remove the buckets from the pulp samples of the plant courier, he slipped and fell to the ground supporting himself with the right hand generating the lesion described.",0.5093649775130991,0.41425080516565116,0.4618078913393751,0.0951141723474479,0.9236157826787502,0.5509151868941431,TF-IDF YES / Transformer NO disagreement,50
industrial_safety_000100,"When positioning the scissor bolter N ° 09 in the East of stope 175 (40 meters from the top), the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable, so they decide to section the sleeve and direct it towards the main corridor; the injured person decides to climb to the roof of the equipment cabin (surface: 1.5 square meters) to carry out the reinstallation of the sectioned sleeve and, without noticing, he steps on empty and falls from the equipment from a height of 2.50 meters. At the time of the accident, the operator was on the scissor bolter platform, the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap.",0.5279911033946337,0.6672297935642979,0.5976104484794658,0.13923869016966417,0.8047791030410685,0.5502243726258857,High combined uncertainty,51
industrial_safety_000323,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.",0.5512215272334919,0.715997884329654,0.633609705781573,0.16477635709616212,0.7327805884368539,0.5462005481563141,High combined uncertainty,52
industrial_safety_000416,"Mr. Emerson was moving trays; when climbing the staircase that gives access to the former dining room and finding himself on the last step, he slips and falls to the floor; supporting the body forward, suffering blows to the right knee with the floor, as well as in the nose with the metal trays it was carrying, causing a cut in the nose and ematoma in the knee.",0.5412098049824223,0.4720207833886069,0.5066152941855147,0.0691890215938154,0.9867694116289707,0.543816500519494,TF-IDF YES / Transformer NO disagreement,53
industrial_safety_000152,"In circumstances where the employee made the connection of the electric cable of the No. 08 jumbo, the operator feels discomfort in the face cleaning with the hand while using the rubber glove, generating a superficial laceration (small wound) on the left cheekbone.",0.5152253401974872,0.4323957792014259,0.47381055969945657,0.08282956099606131,0.9476211193989131,0.5408890976841725,TF-IDF YES / Transformer NO disagreement,54
industrial_safety_000192,"During torch cutting activity of the new evaporator treatment fixings, there was a rupture of the hose near the torch pen, causing the injury.",0.5350911490901179,0.4700724231502907,0.5025817861202043,0.06501872593982722,0.9948364277595914,0.540320458860988,TF-IDF YES / Transformer NO disagreement,55
industrial_safety_000126,"During the die cutting of the feeder (PEAD geomembrane blanket weld seam) to store the extruder, the stylet blade came in the direction of its left forearm, resulting in blunt short injury.",0.5044508396847257,0.4094006932148113,0.4569257664497685,0.09505014646991439,0.913851532899537,0.539733340981337,TF-IDF YES / Transformer NO disagreement,56
industrial_safety_000235,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",0.511476437490665,0.4255019720985164,0.46848920479459066,0.08597446539214854,0.9369784095891813,0.5383945517666446,TF-IDF YES / Transformer NO disagreement,57
industrial_safety_000315,"When manipulating materials on the master drill truck, the operators decide to make space by moving a radiator, at that moment the driver of the truck is imprisoned the little finger of the left hand against the bar.",0.5182323063446315,0.6392159697721492,0.5787241380583903,0.12098366342751776,0.8425517238832194,0.5376894586225622,Near decision boundary,58
industrial_safety_000096,Employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,0.4914990447920566,0.5803974260414078,0.5359482354167322,0.08889838124935118,0.9281035291665356,0.5372231898242597,TF-IDF NO / Transformer YES disagreement,59
industrial_safety_000336,"When averaging 04:30 am, the operator Daniel removed cleaning accessories under the mobile channel of line 01, for which he supported his left hand on the rail that was in motion. At that moment the crushing of the 2nd finger of the left hand occurs; the injury occurs. The collaborator is referred to the Medical for care.",0.5234812971524598,0.45249742823616096,0.48798936269431037,0.07098386891629888,0.9759787253886207,0.5370845762345079,TF-IDF YES / Transformer NO disagreement,60
industrial_safety_000384,"In the tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% dismantled) located in the city of Pasco, the last profiles of the base of the tower previously disassembled were cut, using oxyfuel equipment , at 11:45 am, the Proingcom security supervisor and the foreman, who were on the outside of the fenced area supervising the activity, indicate the stoppage of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a fright, which caused the staff to throw themselves to the floor inside the area, then proceeded to leave the work area by his own means through the ladder. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",0.5406388610993407,0.6877308452349769,0.6141848531671588,0.14709198413563618,0.7716302936656825,0.5365984956430527,High combined uncertainty,61
industrial_safety_000267,"The workers: César (injured) and Nilton receive the order of their immediate supervisor Román to carry out the assembly activity of a brace (length 4.60 m, approximate weight 50 Kg) of the structure of the Nro belt. 2, said collaborators lift the brace and approach it to the installation point, leaving one end on the ground and the other resting on the corner of the pedestal (approximate height of 40 cm). After carrying out the planning of the work, the injured person lifts the end part that was on the floor to turn and position it for assembly, at that moment the other end falls generating the imprisonment of the fingers of the left hand. Staff is taken to the medical center by the supervisor.",0.5649023158361327,0.48510799206147953,0.5250051539488061,0.07979432377465318,0.9499896921023878,0.5344025247868894,TF-IDF YES / Transformer NO disagreement,62
industrial_safety_000128,"On Sunday, 15, the collaborator goes to the medical center saying that he had an accident 3 days ago when he performed internal maintenance work on the heat exchangers, defined as a confined space and at risk of burning with acid. When leaving the confined space, the employee removes the protective gloves without having passed through the emergency shower; At that moment, skin contact occurs with sulfates, generating the lesion.",0.5475405468470128,0.47729290301797556,0.5124167249324942,0.07024764382903725,0.9751665501350115,0.533950596976918,TF-IDF YES / Transformer NO disagreement,63
industrial_safety_000033,"Approximately 1:40 p.m. in circumstances that shotcrete was launched in the Nv. 1680 BP 255 of the OB2B, after finishing the launch of the first mixkret 113, the assistant of the alpha, Mr. Albertico asks the operator of the mixkret 113, Mr. Jhony to move the mixkret 116, so that access, finding in the cockpit of the mixkret the operator of the Launcher team, Mr. Danon asks him to come down. When the team started, he noticed that Mr. Danon (injured) was imprisoned between the team (height of the left rear rim) and the Hastial de la Labor.",0.5316933427691746,0.6664290552178737,0.5990611989935242,0.13473571244869909,0.8018776020129517,0.5333811076635723,High combined uncertainty,64
industrial_safety_000285,"Employee reports that he performed an activity in the area of ​​the Ustulación, under the coordination of Maintenance when he was hit by dust from the ustulado, causing irritation in the eye region.",0.5011723930701268,0.4065198105929695,0.45384610183154817,0.09465258247715735,0.9076922036630963,0.5316027883053285,TF-IDF YES / Transformer NO disagreement,65
industrial_safety_000228,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",0.4917577452895551,0.3869327603175563,0.43934525280355574,0.10482498497199882,0.8786905056071115,0.5296369506334712,Near decision boundary,66
industrial_safety_000404,"The maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand.",0.49370716404525666,0.39148666784793096,0.4425969159465938,0.1022204961973257,0.8851938318931876,0.5291025134970235,Near decision boundary,67
industrial_safety_000385,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",0.5385234278511429,0.6786876230785097,0.6086055254648264,0.14016419522736678,0.7827889490703472,0.5282671125927686,High combined uncertainty,68
industrial_safety_000400,"In Circumstances that the staff was performing the rhyming of caving HW, the 1.5 m HW pipe was suspended Approximately 5 cm from the floor, the assistant placed the stilson key No. 36 on the HW pipe to fit the pipe at a height of 10 cm from the base of the rod holder, which the operator operates the chuck to slide this back, causing the pipe to slide causing the tip of the fourth finger of the assistant's right hand to be caught between the stilson key and the base of the rod holder. At the time of the event the collaborator used all his Epps.",0.516598910220172,0.6296845980235786,0.5731417541218753,0.11308568780340655,0.8537164917562494,0.5264395383397816,Near decision boundary,69
industrial_safety_000308,"The auxiliary of general services I, Paulo e Silva, with 5 months and 10 days of work, was performing the activity of soil collection. During the movement of equipment to the next point, holding a lever, it encountered a piece of sloping ground and with interlaced vegetation, which caused the fall of the to the left, the same side where the tool was held. The rapid fall prevented the employee from leaning, causing a shock of the elbow with the ground. The employee continued the activity for another 3 points of sample collection until he felt the arm bothering.",0.525823951085408,0.46402949252571996,0.49492672180556396,0.06179445855968807,0.9898534436111279,0.524990382681475,TF-IDF YES / Transformer NO disagreement,70
industrial_safety_000136,"During the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; When passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.",0.5685463528861895,0.742571557811863,0.6555589553490262,0.17402520492567353,0.6888820893019476,0.5246848901388671,High combined uncertainty,71
industrial_safety_000104,"In moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 Kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. At the time of the accident the collaborator used his safety boots with steel toecap.",0.5246491549554466,0.46258629251658345,0.49361772373601503,0.062062862438863164,0.9872354474720301,0.5228533843094355,TF-IDF YES / Transformer NO disagreement,72
