batch_id,active_learning_rank,report_id,description,tfidf_probability,transformer_probability,hybrid_probability,model_disagreement,boundary_uncertainty,ranking_score,selection_reason
active_learning_batch_01,89,industrial_safety_000169,"The operator of the Scissor 187 leaves his equipment parked at level -2995 Acc 7 due to electrical problems, when the maintenance personnel arrives, the electrician climbs on the control platform of the equipment and performs the verification of the hydraulic system confirming the problem; then in coordination with the mechanic decide to perform the test with the diesel system, moments in which accidentally activates with the body the arm movement lever causing the drill arm to move downwards generating the left hand's atricion against the support of the pivot tube generating the lesion described. At the time of the accident the electrician was alone on the control platform, while the mechanic was at ground level observing the pressure on the diesel system pressure gauge.",0.5526613618571011,0.6970475680163739,0.6248544649367376,0.14438620615927278,0.7502910701265249,0.5044243458291815,High combined uncertainty
active_learning_batch_01,12,industrial_safety_000338,"Performing carpentry work, the collaborator hit the second finger of the left hand with the hammer, which he held with his right hand, causing a bruise at the height of the nail. The evaluation was carried out at the medical center of the unit, the final diagnosis being contusion on the finger.",0.5202428059819015,0.37682502511839233,0.44853391555014693,0.1434177808635092,0.8970678311002939,0.666688328438589,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,5,industrial_safety_000374,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",0.45607493254889164,0.5984509189026516,0.5272629257257716,0.14237598635375992,0.9454741485484568,0.7180239635087784,TF-IDF NO / Transformer YES disagreement
active_learning_batch_01,68,industrial_safety_000385,"In tower N ° 6 of the old 50 KV LT (disabled and de-energized and 90% disassembled) located in the city of Pasco, the cutting of the last profiles of the base of the tower previously disassembled was carried out, using oxyfuel equipment, at 11:45 a.m., the safety supervisor of Proingcom and the foreman, who were in the external part of the fenced area supervising the activity, indicate the paralysis of activities and evacuation to the refuge due to the orange alert indicated on the detector of storms. During the evacuation of the last 02 employees who were inside the fenced area, a loud sound was heard, provoking a scare, which caused the staff to throw themselves to the floor within the area, then proceeded to leave the work area by their own means through the staircase. Apparently the loud sound would correspond to an electrical discharge in the cable guard that passes over the old towers.",0.5385234278511429,0.6786876230785097,0.6086055254648264,0.14016419522736678,0.7827889490703472,0.5282671125927686,High combined uncertainty
active_learning_batch_01,51,industrial_safety_000100,"When positioning the scissor bolter N ° 09 in the East of stope 175 (40 meters from the top), the operator and his assistant verify that the ventilation sleeve will obstruct the support of the left gable, so they decide to section the sleeve and direct it towards the main corridor; the injured person decides to climb to the roof of the equipment cabin (surface: 1.5 square meters) to carry out the reinstallation of the sectioned sleeve and, without noticing, he steps on empty and falls from the equipment from a height of 2.50 meters. At the time of the accident, the operator was on the scissor bolter platform, the equipment was positioned and blocked to perform the maintenance and the assistant was wearing a safety helmet and chin strap.",0.5279911033946337,0.6672297935642979,0.5976104484794658,0.13923869016966417,0.8047791030410685,0.5502243726258857,High combined uncertainty
active_learning_batch_01,8,industrial_safety_000219,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",0.5323718015979153,0.3946657857886008,0.46351879369325805,0.13770601580931452,0.9270375873865161,0.683193845331989,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,92,industrial_safety_000103,"Being 2:40 am. Approximately, Luna - master loader of the company Incimet was carrying out the loading activity of the front in the Cruiser 771 of the 1970 level; in moments that was tying the pentacord of the crown and trying to reach the fanel on the left side, loses balance by a movement of the ladder and falls to the floor resulting in the accident.",0.547749878631576,0.684755125669514,0.616252502150545,0.13700524703793804,0.7674949956989101,0.501529922592779,High combined uncertainty
active_learning_batch_01,2,industrial_safety_000025,"The operator was willing to manually displace the zinc sheet adhered to the aluminum cathode. At the moment when the blade was detached, the blade was released from the cathode, bending and grazing the collaborator's right hand, producing 2 small cuts at the knuckles of the fingers, the worker made use of his gloves. leather. The worker is transferred to the medical unit for first aid.",0.5657565416880103,0.42975536805594794,0.4977559548719791,0.13600117363206232,0.9955119097439582,0.7551149250511797,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,64,industrial_safety_000033,"Approximately 1:40 p.m. in circumstances that shotcrete was launched in the Nv. 1680 BP 255 of the OB2B, after finishing the launch of the first mixkret 113, the assistant of the alpha, Mr. Albertico asks the operator of the mixkret 113, Mr. Jhony to move the mixkret 116, so that access, finding in the cockpit of the mixkret the operator of the Launcher team, Mr. Danon asks him to come down. When the team started, he noticed that Mr. Danon (injured) was imprisoned between the team (height of the left rear rim) and the Hastial de la Labor.",0.5316933427691746,0.6664290552178737,0.5990611989935242,0.13473571244869909,0.8018776020129517,0.5333811076635723,High combined uncertainty
active_learning_batch_01,98,industrial_safety_000410,"In moments when the 02 collaborators carried out the inspection of the conveyor belt No. 3 from the tail pulley when they were at the height of the load polymer No. 372, the Maslucan collaborator heard a noise where note that the belt was moving towards the tail pulley, 4 ""fragmentos mineral fragments are projected towards the access of the ramp impacting the 2 collaborators, being evacuated to the medical post.",0.5483626013228063,0.6813754498728161,0.6148690255978112,0.13301284855000972,0.7702619488043776,0.4926055506620202,High combined uncertainty
active_learning_batch_01,20,industrial_safety_000072,"The employee, when performing the adjustment / tightening operation of the cutter blade with which he worked, was neglected, the key to slip, causing the blade of the equipment to hit him, causing a blunt cut on his right forearm.",0.51465294862921,0.38433524020632276,0.44949409441776633,0.1303177084228872,0.8989881888355327,0.6293487049127783,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,35,industrial_safety_000298,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",0.500727442049719,0.630303008388423,0.5655152252190709,0.12957556633870404,0.8689695495618581,0.5933276268251133,Near decision boundary
active_learning_batch_01,9,industrial_safety_000272,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",0.534118155239967,0.4054891874580427,0.4698036713490048,0.12862896778192429,0.9396073426980096,0.669969840548964,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,11,industrial_safety_000383,"During the execution of the soil sampling task at the Potions area, around 1:15 pm, Luis - WCA, was opening with a machete and was bitten by a wasp on the back of his right hand, the same was using at the time of the incident all the EPIs needed for activity. The employee was evaluated by the technician who found it to be a mild and localized swelling wound. The employee reported that he did not feel any pain and that he could continue the activity.",0.5343321973722784,0.40620727315298205,0.4702697352626303,0.1281249242192964,0.9405394705252605,0.6694990179384523,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,13,industrial_safety_000135,"In circumstances that the collaborator Juveni performed the washing of the tabolas in the pot washing area, she suffers a feeling of dizziness and faintness causing the fall the same level and producing a slight concussion in the head.",0.5306872870271548,0.40285016262251594,0.4667687248248354,0.1278371244046389,0.9335374496496708,0.6607510646737706,TF-IDF YES / Transformer NO disagreement
active_learning_batch_01,26,industrial_safety_000115,"The employee performed the return of the load at the entrance of the debarking machine, while trying to align a cathode was pressed in his right hand.",0.4919236811244507,0.6197428527523332,0.555833266938392,0.12781917162788253,0.8883334661232161,0.609823899991914,TF-IDF NO / Transformer YES disagreement
active_learning_batch_01,114,industrial_safety_000236,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,0.5483078114770465,0.6749070600481628,0.6116074357626047,0.12659924857111626,0.7767851284747906,0.480607795567621,High combined uncertainty
active_learning_batch_01,99,industrial_safety_000389,"In moments that Mr. William carried out the inspection of the cut of the Block 781 Level 1850 OB6A, so that the loading platform could be realized, in instants that observed the drills positive radial ones that were covered and shotcreteados, he hears a noise from the upper part of the pit (detachments of banks at the center of the pit), to which Mr. William goes back to leave work, but his metatarsal boots makes contact with a rock that was on the floor which causes it to lose balance and stumble on the gable.",0.5427360436637728,0.6687976678615477,0.6057668557626603,0.1260616241977749,0.7884662884746794,0.49213278849856734,High combined uncertainty
